bnumber,reaction,gene_name,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b0421,GRTT,ispA,4080057157795200.0,3302955624138799.5,4073262765235100.0,3306898774855199.5,3245654163379933.0,1720074666875599.8,2732974911041267.0,1197085602973033.2,2366515544266399.5,2076066443620900.0,4004438338234233.5,2821539122040000.0,2495667455692000.0,1865599257055100.0,2083153940444866.8,2488733991703999.5,613333333333333.4,623333333333333.4,586666666666666.8,483333333333333.4,443333333333333.4
b0029,IPDPS,ispH,5913761239394134.0,4459189476798000.0,5013711292287866.0,5071177420848933.0,3870143282954400.0,1435976666372499.8,3595744217124800.0,1342477462710300.2,2205875736669600.0,3063044264613700.0,4588211307942500.0,3325880019220000.0,2933368667494400.0,1911020050387700.0,1830969364952933.2,2672675195555199.5,576666666666666.8,643333333333333.4,643333333333333.4,630000000000000.0,620000000000000.0
b2232,OHPHM,ubiG,1.0333965600328534e+16,7612605381101467.0,1.0206263567200366e+16,8324176773901334.0,8660941640449499.0,2453911369561399.5,6435556605276933.0,2491492362939200.0,5166642870294400.0,4856597665772234.0,8274834301552366.0,6083985050886400.0,5573116571395200.0,3596099758616399.0,3441217198547332.5,4369175163005600.0,1176666666666666.8,1430000000000000.0,1546666666666666.8,1493333333333333.5,1613333333333333.5
b0103,DPCOAK,coaE,567476919701333.2,396969433931466.6,857408855545899.9,659818431455866.8,1068893897282866.8,810418807682399.9,1078390746891466.8,410815615834400.0,512871211252800.0,426185361015766.7,727591161023866.8,488335436250400.0,497740596354400.0,512487741091200.0,595600525486266.6,1053863691831200.0,,,,,
b4381,DRPA,deoC,1.1988782449911468e+16,8745474302155734.0,1.2353907027427e+16,8797616838229334.0,1.4515839810511532e+16,9347306765370700.0,8587116118477002.0,4530156589844968.0,7114837537144799.0,4916291756892534.0,1.1912247791009768e+16,5355192947117599.0,5248193150254400.0,4686594235487500.0,8528464406759734.0,8275923537659198.0,4910000000000000.0,3526666666666667.0,2763333333333333.0,2423333333333333.0,2540000000000000.0
b2893,DSBCGT,dsbC,1.2036406957508266e+16,8776208845685869.0,1.1625775231813866e+16,9314647561203600.0,1.2940983663963266e+16,5812309975217900.0,8231913991801934.0,3382008726307334.0,5138090066129600.0,5243829829100366.0,8082062771851000.0,5028438355711199.0,5313830325964799.0,3455905062786399.5,4621226864099266.0,5779394470372000.0,1390000000000000.0,1226666666666666.8,1223333333333333.5,1120000000000000.0,1243333333333333.5
b0604,DSBGGT,dsbG,2549024189553066.5,2159480010364133.5,2262704483372566.5,2063100941040533.2,2328145453724367.0,1278751105686599.8,1628078050818266.8,632594444923033.2,1150641156287999.8,1061451717240566.8,1976286257437400.0,1073170269085600.0,1215095038922400.0,957317327421000.0,1166108001803066.5,1287416472866399.8,180000000000000.0,156666666666666.7,190000000000000.0,193333333333333.3,206666666666666.7
b4122,DTARTD,fumB,163490488965333.3,129944584677600.0,55136957983866.66,85189622529200.0,156853106963666.7,,,,,35790061988333.33,74053216927600.0,61681765618399.99,103333919064799.98,,,,,,,,
b1098,DTMPK_reverse,tmk,1274984560921599.8,852402790912400.0,996525490419933.4,973150856108666.8,1115355339076333.4,360672893921200.0,735975258883800.0,260494975473633.3,428237336710400.06,495896308896733.4,937246977631366.8,615844167897600.0,598771023822400.0,300310517253599.94,358203407042066.6,364356345748800.0,180000000000000.0,180000000000000.0,176666666666666.7,180000000000000.0,203333333333333.3
b1238,TMDK1,tdk,5843914112307199.0,5200035503441334.0,5339789188778132.0,4296817941693200.0,4375955722579467.0,1179875549829199.8,2785286650863600.0,862443225220833.4,2215399464606400.0,2379974507860333.0,4683472072854033.0,1795925036403999.8,1833829188809600.0,1805711267228400.0,1686612485510333.0,2671126273551199.5,,,,,
b0173,DXPRIi,dxr,770060924785066.6,292869260849200.0,609189490834899.9,1001526063157200.0,231024520950600.03,108255522684399.98,413591477847600.0,110244976566299.98,260942987804800.0,446201375160033.25,476337210162900.0,368684403408000.0,434456462827200.0,505853858290200.0,2648596060233933.0,397274048478400.0,,,,,
b0420,DXPS,dxs,1792632690552533.2,1383688784338933.2,1235747523059500.0,1392867011772133.2,533334770870066.7,145428228016399.97,631853920736999.9,325285294905433.4,482024903612800.0,890009884120899.9,1511356205890400.2,1079293044744000.0,858622989744799.9,404353966357600.0,285793373519866.6,343738284128799.94,366666666666666.7,360000000000000.0,333333333333333.4,263333333333333.3,230000000000000.0
b3564,DXYLK,xylB,877800054278399.9,199705976130266.7,406957376901400.0,690652478659733.5,346139499890199.94,299815565163799.94,260264415920600.0,173992056012433.3,257726292645600.0,251971206069300.0,499625226042566.7,612863585829599.9,463013985717600.0,726690035184399.9,332442691514266.6,275849192040800.0,,,,,
b1288,EPMEACPR,fabI,7.318529429520958e+16,6.0302492827540136e+16,7.53785661601122e+16,5.664279371963986e+16,4.957870812015795e+16,1.67431166471632e+16,3.504371514920986e+16,1.8106554388579336e+16,3.37954346258584e+16,3.50929688000112e+16,6.03947816977164e+16,3.52899607721176e+16,3.60655743035896e+16,2.8210707231042e+16,1.864052696345473e+16,2.53157153439384e+16,2.4133333333333336e+16,2.2466666666666668e+16,2.2003333333333336e+16,2.316e+16,2.971e+16
b1850,OAADC,eda,4.923159743270721e+16,3.89727914024708e+16,5.607867451610243e+16,3.993597822311907e+16,6.378453437296207e+16,1.7978642830035998e+16,4.18354332791096e+16,1.6018685341881698e+16,3.24430753646544e+16,2.2775142798185296e+16,1.1778055383152248e+17,2.82555469999808e+16,2.75698130852576e+16,2.50990473695682e+16,2.397449905048073e+16,3.489388641666e+16,8976666666666667.0,8480000000000000.0,8690000000000000.0,8293333333333334.0,1.0116666666666668e+16
b1851,EDD,edd,868173034346666.8,642348913184533.4,653788310056699.9,690921370226266.8,372201362492866.7,154820006527899.97,299567777167533.4,157864687088500.0,246520459505600.0,319661266597766.7,1.921449111336157e+16,368127492640000.0,207069729213600.0,244900945762899.9,225533128410333.3,309190887823200.0,,,,,
b1855,EDTXS4,msbB,426164862354133.4,74083421247733.34,76680899267733.33,51426918359600.0,,43691112727499.99,346336981971066.6,158005218787933.34,250863779951200.0,277358957263966.62,304997198247833.4,,204310044162400.0,143943459395399.97,51183081725599.99,326056258711199.94,,,,,
b2779,ENO_reverse,eno,1.913276777881291e+17,1.5255281682987267e+17,1.9416184852883293e+17,1.5049053624336854e+17,2.3196382388472774e+17,7.13974222334261e+16,1.213112074990504e+17,7.0741392576684136e+16,9.98858035903576e+16,1.0119128482043312e+17,1.7212315702741363e+17,9.43434431777776e+16,8.392282785310158e+16,8.541267173829808e+16,7.062829157231027e+16,8.09859098464072e+16,6.228666666666667e+16,5.2323333333333336e+16,5.135666666666667e+16,5.2223333333333336e+16,6.381e+16
b0585,ENTERES2,fes,62416176574933.32,,,82059689182799.98,,,,,,34706651776166.66,49281085910966.67,57930060633599.99,,,194722042203333.3,122366774223999.98,,,,,
b0822,R5PP,ybiV,1580732405255466.8,1125124064996400.0,1580866728389799.8,1087367572905600.0,1267307853640799.8,192584281050700.0,835257026074466.8,280307569108900.0,437255692942400.0,535162815841166.56,781123982959766.6,405598624385600.0,504679614480000.0,395229135641900.0,228907064264266.62,267177384679200.0,,,,,
b0404,FA80ACPHi,acpH,233219686490666.62,174905276378933.28,301443500275866.6,333045678504933.3,390134288347266.8,,93087374213599.98,116380331854100.0,63090619219999.99,227445026274166.62,362376231353366.7,315367349277600.0,160649554795200.0,98762512982699.95,1100961524417333.4,131774124899199.98,,,,,
b0452,FACOAE80,tesB,5270941508476800.0,4007522257110400.0,5433418425306666.0,4841665973413734.0,5753667344559801.0,2498731588613399.5,4286051522262465.5,2185758017617266.8,3802775098237600.0,2897711468472233.0,4759626630180867.0,2877425326534400.0,2498554779709600.0,2771559290203199.5,2806609544761733.0,3103893508250399.5,796666666666666.8,656666666666666.8,536666666666666.7,496666666666666.7,523333333333333.4
b3844,FLVRx,fre,5172489282632534.0,3588932256917467.0,4225067395102200.0,3854476573656800.0,2564949350750767.0,1119298021575300.0,2474654209418733.0,1214743035369200.0,2229293076636000.0,2592576137808933.0,3955533674874300.0,2980724368710399.5,2431493315840000.0,1553332687984699.8,1411559609292800.0,1874539943286400.0,723333333333333.4,850000000000000.0,853333333333333.4,750000000000000.0,746666666666666.8
b2925,FBA3_reverse,fbaA,1.561036556043733e+17,1.2790924959350067e+17,1.6487430935814218e+17,1.1616291668068174e+17,1.444934971188175e+17,5.395494749757979e+16,9.362762910833974e+16,5.8349348520103976e+16,8.38221114079472e+16,8.304826583232898e+16,1.1598496944561386e+17,7.50475381733936e+16,8.21658991655648e+16,6.304337164078519e+16,5.185661116129706e+16,5.817719322567679e+16,3.6493333333333336e+16,3.182e+16,3.101e+16,3.2063333333333336e+16,3.9553333333333336e+16
b0475,FCLT,hemH,709363125718400.0,850337043149066.8,1170916479371566.8,272464532768400.0,362898504972233.4,44329774445599.99,341842820061600.06,88851186175566.67,338677178166399.94,376862245494500.0,318843360884800.0,751835936732799.9,204171008707200.0,166273595770099.97,111441972750533.31,870078036030399.9,,,,,
b3035,FEENTERtex,tolC,928394604770133.2,532618177726133.4,989910743915433.2,656414824804666.8,730257514835966.8,444814783732200.0,545862982463933.44,329504332490999.94,380357063337600.0,478075292792666.7,745324410836033.4,378109857128000.0,420836845221600.0,294977736398800.0,321992122681533.4,425601745536000.0,693333333333333.4,673333333333333.4,586666666666666.8,573333333333333.4,476666666666666.7
b4367,FEOXAMR3,fhuF,659112550794666.8,184767942943733.3,110972047891366.64,358661308057733.4,48658909853766.67,,86312384044466.66,,36880602987999.99,97516166767866.66,98236731524166.66,75125911780799.98,51867110281599.99,69779261436499.99,,86938694426399.98,,,,,
b4209,FESR,ytfE,64967123650133.32,85930634382133.34,,,,,,,,,,,,,,,,,,,
b3288,FMETTRS,fmt,8480772694159998.0,6398090466437600.0,7172644141302367.0,6721342322225067.0,6393930176956468.0,2814866853792699.5,4931683558767332.0,2420873352151333.0,3707987573148000.0,4155727945100000.0,6960963875427299.0,3970827775400000.0,3892824809574400.0,3187947024075799.5,2658830756733800.0,2999831480275999.5,1353333333333333.5,1120000000000000.0,1183333333333333.5,1080000000000000.0,1023333333333333.4
b0025,RBFK,ribF,486094151149866.56,274009694800800.1,483260439336200.0,393176548401466.6,48426523086566.66,54955414266200.0,47533700447999.99,66761473389333.34,86469851123200.0,316800055925766.7,271678938888000.0,309215311675199.94,137503798185600.0,,,,,,,,
b2912,FOMETRi,ygfA,376881637396266.6,61556910107466.67,91871845705999.98,81428076564800.02,74294756110266.67,,92845903500999.98,38853919562466.67,47114363185600.0,82098944428233.33,252566861672366.7,127641568373600.0,115143557540800.0,79704023515199.98,46981359981599.99,78131301151999.98,,,,,
b2168,FRUK,fruK,510155226542933.25,428891654562000.06,350203167736599.94,518055234562133.4,522301866446200.0,110799754178399.98,388439134917600.0,126984667793266.69,114623822145599.98,401379715625100.0,517874894392933.4,266997571609600.0,240467808458400.0,93712473116500.0,179545194937533.3,249579742481600.0,556666666666666.7,536666666666666.7,513333333333333.4,566666666666666.8,456666666666666.7
b3371,FRULYSDG_reverse,frlB,,,180379862499933.3,,,,61318154395333.34,,,,,,,,,,,,,,
b1232,FTHFD,purU,1.547411333317653e+16,1.2252505717648934e+16,1.504546966526663e+16,1.2607134868552e+16,6761343471827399.0,1411855007035899.8,4758159297227267.0,2367169498060999.5,4050956399142400.0,6151831525141866.0,1.1532355188677768e+16,5999418369442399.0,5521589883630399.0,3535443144582299.0,1913421218958333.2,2871881590201599.5,1716666666666666.8,2210000000000000.0,1933333333333333.2,2790000000000000.0,2960000000000000.0
b3730,UAGDP,glmU,7863969176169598.0,5831033417836667.0,6638462197356200.0,5969130215890800.0,5373060998731501.0,1229440266122599.8,3548256578868733.0,1288942084432599.8,2004387262265600.0,2893069829094367.0,5132387632322799.0,3713002794399200.0,3574369517177600.0,2412845353170700.0,1095481966742533.4,1924166689281600.0,620000000000000.0,703333333333333.4,830000000000000.0,876666666666666.8,1050000000000000.0
b1002,GAL1PPpp,agp,9078949913939198.0,6310890242468001.0,8488999789043365.0,6656417108826799.0,7953769165739134.0,4.5317986687176696e+16,1.908826978714933e+16,1.3722206271306966e+16,2.06044550289928e+16,9910971736606536.0,1.1243310292077768e+16,1.4493230747612e+16,1.1725611741894398e+16,9969746009624798.0,3.112696624851293e+16,2.01895509930352e+16,1.1003333333333334e+16,8460000000000000.0,4733333333333334.0,2533333333333333.0,1376666666666666.8
b0154,G1SAT_reverse,hemL,1.8868520928912e+16,1.3666445559148668e+16,1.3787295224409934e+16,1.5412531286726e+16,4673880712628534.0,1568276601890600.0,5598204304931334.0,2912628356546100.0,4363964815286400.0,9382732164916498.0,1.3239009294163298e+16,8624443863487200.0,8135072331876800.0,4148849871970300.0,1943348107719332.8,2522623630905599.5,3936666666666667.0,4206666666666667.0,4573333333333334.0,4660000000000000.0,5116666666666667.0
b2533,MI1PP,suhB,1.96946529259648e+16,1.4921155064606e+16,1.688382218679033e+16,1.4426051124826136e+16,1.1397925420395868e+16,2538240980814699.5,9556795002149198.0,3305827236456100.0,7112480016337601.0,7998500864804198.0,1.4553664637924968e+16,8745533862412798.0,8593856290372800.0,4427450656864900.0,3209609424282799.5,5049817285672000.0,1393333333333333.5,1746666666666666.8,2120000000000000.0,2863333333333333.0,2616666666666667.0
b4055,TYRPpp,aphA,1571539091554133.2,1661416466694133.5,1427501327907499.8,1426686101096666.8,2318041569210200.0,7442474180778699.0,5630369023359599.0,1648089361523333.2,2660257399750400.0,1941067731110100.0,2435438314602000.0,2655567658982399.5,2374394178720800.0,2274305153602299.5,6273611858963533.0,5278497845067199.0,1300000000000000.0,1773333333333333.5,1670000000000000.0,,
b3608,G3PD2_reverse,gpsA,1.51542890043968e+16,1.1441906206474798e+16,1.3420266136909032e+16,1.1731027010622268e+16,1.3608469147651434e+16,6536461180883899.0,1.1779025604822668e+16,6095984712935200.0,9105871396196800.0,7847394195557634.0,1.2986548557640034e+16,8088064557126400.0,8697600099355200.0,8399462549025800.0,6288424673794999.0,6620251010311199.0,1236666666666666.8,946666666666666.8,766666666666666.8,666666666666666.8,636666666666666.8
b0243,G5SD,proA,1.23364549397088e+16,8247954366748131.0,1.0678038397760664e+16,1.0176508903116266e+16,7772890523310635.0,4217827792941700.0,6795140591238133.0,4243210094523166.5,5740122227890400.0,5831877932839732.0,9636571846940034.0,5392272082904799.0,5451977742988799.0,4887887466578899.0,4093058266736265.5,4556134144731199.0,2486666666666667.0,2763333333333333.0,2140000000000000.0,1726666666666666.8,1436666666666666.8
b0678,G6PDA,nagB,1.868255002261013e+16,1.3888975648342668e+16,2.0803852398317964e+16,1.515468067172267e+16,1.3601732174070266e+16,9286560412472700.0,1.4703485916107732e+16,2.6581809683356504e+16,1.52414598356208e+16,1.37920698645621e+16,1.26407610273433e+16,1.1709455139746398e+16,1.2256355971691998e+16,7561673446861798.0,8697300020873934.0,9216962162901598.0,5370000000000000.0,4606666666666667.0,4023333333333333.5,3233333333333333.0,2540000000000000.0
b1852,G6PDH2r_reverse,zwf,9615250942655998.0,7813781787641200.0,7957612085536565.0,7703057341438667.0,2527243111235467.0,541305066594600.0,2007619046342000.0,1394514331449733.5,1364255930343200.0,3930946918433533.5,6948239961472899.0,4100322326990400.0,3687072723063200.0,1629283938061500.0,688377625048666.5,968022914334400.0,4523333333333334.0,4406666666666667.0,3973333333333333.5,3653333333333333.5,3593333333333333.0
b3128,GALCTD,garD,266213734727466.7,52640850053866.67,51942248960066.66,206419376176533.38,,35819516310199.99,107543152802799.98,61925342130800.0,77201692631200.0,144080897907266.7,93274270029066.66,358464785508000.0,245249172466400.0,33888694480199.99,,109831155433599.98,,,,,
b4478,GALCTND,dgoD,198623117181866.62,125270987824266.64,169331257169366.66,163510412251199.97,118029061541633.34,90724451488299.98,116129149200133.31,1288711889975033.5,57594730928800.01,44509136635099.99,194616161124266.7,121150236948799.98,85576812528800.0,124936997117099.95,115134728419333.34,137491125143999.98,,,,,
b0756,GALM2pp,galM,1.6997488898935468e+16,1.2947253185202932e+16,1.511303628561393e+16,1.4423484760669602e+16,1.3745664705252834e+16,7489811901754699.0,1.2128040748621198e+16,1.4729920875334666e+16,1.0893164442995998e+16,1.0209440842844034e+16,1.30539232213463e+16,9547849058946398.0,9842076243689600.0,8051019436230398.0,8553603983657331.0,8036935782503198.0,2876666666666667.0,2786666666666667.0,2513333333333333.0,2596666666666667.0,2403333333333333.0
b4119,GALS3,melA,378511128930133.25,173724506761866.66,114573532831933.31,240876546185333.28,203278768869366.7,109532055305399.98,207858962922000.0,346796268555533.4,96060806189599.95,224784676336366.62,305785823434866.6,682893469551200.0,1515597043320799.8,92546834214100.0,,112749673372800.02,,,,,
b1236,GALUi,galU,3.616480440349547e+16,2.31590552543672e+16,3.4102982094780828e+16,2.796008656747507e+16,1.99802577384112e+16,8276456441969099.0,1.6962857396017e+16,1.0032711712411368e+16,1.30946208870032e+16,1.7187607250724568e+16,2.2360281893780204e+16,1.7573901557805604e+16,1.6643465867511198e+16,8577100383480998.0,8915520536063533.0,1.1938219492999198e+16,5586666666666667.0,4940000000000000.0,4850000000000000.0,4730000000000000.0,5073333333333334.0
b1779,GAPD_reverse,gapA,2.935458768585846e+17,2.4673800604859936e+17,2.868469062697072e+17,2.2483990186914483e+17,3.326168152611676e+17,8.62459136878703e+16,1.8452384589007546e+17,7.698261146691576e+16,1.38702005206688e+17,1.4538267556790794e+17,2.0581935596888224e+17,1.2394364865862558e+17,1.3069119809443438e+17,8.83074202034591e+16,8.312924986047438e+16,1.226599289149616e+17,5.382666666666667e+16,7.389333333333334e+16,7.993333333333334e+16,9.269666666666669e+16,6.171666666666667e+16
b2500,GARFT_reverse,purN,4460946498865065.5,3391855509322933.0,3515067947829666.5,3196277976831333.0,2533993633792567.0,881928681108999.9,2045638684797933.2,823228181154533.4,1380393223708800.0,1465726216204500.0,2580536637098100.0,1372692962580800.0,1581633695343999.8,1521597992543299.8,869968515603733.4,1307964868728800.0,443333333333333.4,443333333333333.4,556666666666666.7,480000000000000.0,640000000000000.0
b1849,GART,purT,4481853834253865.5,3492321288910534.0,2900065021212233.0,3204669564110933.0,1459238412408866.8,189236788210400.0,715351456014000.0,346065799845766.7,407920270900800.0,1581831995250667.0,2862982205541000.0,1477488900745599.8,939737983712800.0,871974510145899.9,397002985815333.3,1031638266448800.0,1136666666666666.8,1050000000000000.0,1123333333333333.4,1853333333333333.2,1893333333333333.2
b1415,LCADi,aldA,2.465735375688213e+16,2.1035290581018e+16,1.819546036571904e+16,1.75464798591992e+16,1.1416408343654534e+16,4.4501759348130696e+16,4.8453496956479336e+16,5.167535973569637e+16,6.22824683480488e+16,5.130023537683123e+16,3.946514210236783e+16,6.68885575924448e+16,5.737891435932399e+16,3.77461971993869e+16,5.011815508003627e+16,4.84052747143504e+16,7.691666666666667e+16,,,,
b2467,GDPMNP,nudK,2063784570332800.0,1951862413410933.2,2618590529162033.0,1853731009986800.0,1364266693033866.8,469507782498300.0,1114432090698333.4,568508989805433.5,869150418621599.9,1251699314754066.5,2018766454340433.2,1429211737197599.8,1200460092658400.0,666699229957599.9,533120565289400.0,633791287595999.9,,,,,
b3729,GF6PTA,glmS,8431616798548267.0,6062339127582266.0,5938026094135065.0,6623866413067868.0,2637624350011500.0,558644648287600.0,1800731979130066.5,676704175941266.8,1044598923041600.0,3381391497854932.5,6380739811691034.0,3284129785375199.5,2287431689883999.5,1410621320173099.8,647584759978933.4,988935158004000.0,3690000000000000.0,4103333333333333.5,4496666666666667.0,4123333333333333.5,5816666666666667.0
b3882,GHBDHx_reverse,yihU,64893846848000.0,,,,,,42450268155533.336,,,110100933502399.98,36670574472966.67,,,,,,,,,,
b2551,GHMT2r_reverse,glyA,1.931498514089216e+17,1.4804126382260227e+17,2.009218265702651e+17,1.3718390810196989e+17,1.6906318529534182e+17,3.2348780413523e+16,8.89084542595028e+16,5.730846730915994e+16,7.193763297221279e+16,8.032078073427446e+16,1.6954702224027488e+17,8.96961467965592e+16,9.527045380951518e+16,6.904009071741671e+16,3.869486677262874e+16,4.772031892344959e+16,1.9963333333333336e+16,2.4746666666666668e+16,2.384e+16,3.027e+16,3.1013333333333336e+16
b3432,GLBRAN2,glgB,517552537278933.4,2542013614784000.5,2144573886610900.0,399166745057733.4,419421127127833.3,,100288431584466.64,87088026154100.0,141485294869600.0,793687898519933.2,471804249873400.0,479524400976000.0,431283761824800.0,321768268332699.94,116390476460133.31,158603826325599.97,1040000000000000.0,1060000000000000.0,833333333333333.4,843333333333333.4,800000000000000.0
b0459,MALTATr_reverse,maa,1291018039442133.2,1398971917475067.0,1344755406130366.5,1070667616685333.6,962663329773433.4,1489367542575499.8,1655050636456533.5,831973840657933.5,1079705828268800.0,836413484005966.6,1540340282074500.0,1421578804012000.0,1395325894368800.0,831016516346099.9,1695626830950066.2,1549650158530400.0,,,,,
b3126,GLCRAL,garL,333040701242666.7,487639147725333.4,177440421657600.0,141568665714000.0,39221383564766.67,371167871743200.0,396545355487666.7,133028930751533.34,189121323719200.0,259013614018533.28,217220456288333.4,361513285295200.0,249107306236000.0,192230911219900.0,192434862278266.62,1061612252113600.0,,,,,
b3429,GLCS1,glgA,142291468430933.3,110081658598800.0,49360200690399.99,104451785818800.0,236887326397533.3,,,,,,,,,63812225276799.99,,,2586666666666667.0,2496666666666667.0,2470000000000000.0,2143333333333333.2,1743333333333333.5
b3631,GLCTR1,rfaG,525646575930666.7,200063864128800.1,194259794631100.0,372049370475066.8,66865431946133.34,,127928913595600.0,41789951122300.0,141830297201599.97,234562002021233.3,479704660987933.4,120896444099199.98,178969473072000.0,64899339846600.0,92796427619866.66,60284458724799.99,,,,,
b3430,GLGC,glgC,929905354242133.2,556549013141333.4,587491703220166.8,775700217952799.9,165972445396699.97,48527902537799.99,299106349218733.3,107812569558433.31,241361770161600.0,521373847795000.0,486562351770000.0,365522246627200.0,420762710233600.0,198451771021000.0,107999205919733.31,152953552401600.0,2813333333333333.0,3136666666666667.0,3143333333333333.0,2533333333333333.0,2036666666666666.8
b0680,GLNTRS,glnS,1.563738388206293e+16,1.1239123711610666e+16,1.1897879741563498e+16,1.1623948482712532e+16,9017122862558300.0,2911506409850499.5,6904888079199934.0,2365206798955900.0,4306397133636800.0,5989987329178966.0,1.0961944806401534e+16,6806957046403199.0,6875031632315199.0,4928124163596899.0,2860526884117466.0,4290492013168800.0,4006666666666667.0,4310000000000000.0,4716666666666667.0,4750000000000000.0,4783333333333334.0
b2091,GLTPD_reverse,gatD,5961811231781333.0,5158502635347600.0,6114624636872134.0,5244975251969599.0,6633627902101367.0,9344137331705398.0,1.2378591708538468e+16,6883781158586765.0,1.68292111663912e+16,1.1265267832696498e+16,9121247645809034.0,1.4896055290476e+16,1.3173775796563998e+16,6714968481396699.0,8501341457746866.0,1.0174952336231998e+16,2.3706666666666668e+16,,,,
b0242,GLU5K,proB,5026200095801599.0,3203274408083867.0,4089450621625933.0,4080866836473467.0,1697931619124300.0,880175485958299.9,1696078468281600.0,1284340307354200.2,1429853262789599.8,2503874441970567.0,3625350790785033.5,2191129706559200.0,1981381344040800.0,940517239766300.0,671917177156133.2,931742513960800.0,1243333333333333.5,1380000000000000.0,1266666666666666.8,1110000000000000.0,1086666666666666.8
b1492,GLUABUTt7pp_reverse,gadC,,,,,,,,,,,,,,,,,2303333333333333.0,1193333333333333.5,483333333333333.4,873333333333333.4,500000000000000.0
b2688,GLUCYS,gshA,486400255576533.4,362102104917466.6,322454060947533.3,470468155428133.25,53933040193333.34,,,42397580725533.33,54021789483199.99,222135297308100.0,348226892928900.0,156576561057599.97,96172237548800.0,40859946586899.99,,,470000000000000.0,403333333333333.4,376666666666666.7,340000000000000.0,376666666666666.7
b1761,GLUDy_reverse,gdhA,8.665110599621546e+16,6.032364560621839e+16,8.005734323075354e+16,5.814207200353906e+16,2.91082097578864e+16,7254733236757299.0,4.13927354495902e+16,1.57204346465473e+16,2.91639634438712e+16,3.08393492685419e+16,5.68778655200491e+16,2.77367177548488e+16,2.781550592534e+16,2.5706917198932896e+16,1.1605811251922062e+16,2.24676236141752e+16,6546666666666667.0,1.5323333333333334e+16,1.5136666666666668e+16,1.878e+16,1.4746666666666668e+16
b2312,GLUPRT,purF,4991785327959466.0,3492229367608799.5,2268105012473733.0,3057876557992666.5,844479524773133.5,213775200493399.97,705489890593800.1,270999009892833.3,346980261375999.94,928748197665366.4,2308260826826933.0,1034020894279200.2,978484737528000.0,801562517474599.9,324546124221733.3,485111609371200.0,586666666666666.8,453333333333333.4,650000000000000.0,1086666666666666.8,1043333333333333.4
b3967,GLUR_reverse,murI,1913687710449066.5,1336333736472933.2,2743271951087466.5,1242135360944800.0,1325682915812466.8,265674532594100.0,1066902386746733.4,377188926759200.0,811528542733599.9,1389281514705566.8,2801405203399433.0,2002917294994400.0,926248968945600.0,528402760573799.8,1250025772634466.2,566549241396799.9,,,,,
b1210,GLUTRR,hemA,265123167097600.0,323466544474266.7,453166150853766.5,430106200535200.0,395557189903866.8,42832543838699.99,173030152580133.3,42357720776900.0,83081613708000.0,169394182356133.3,192795534128500.0,303994235977599.94,152598039422399.97,109935493521700.0,55280415799399.98,179993900652799.97,,,,,
b2400,GLUTRS,gltX,2.1845189789138136e+16,1.5964955831299064e+16,1.731920593105923e+16,1.496124361749173e+16,1.7668726866980038e+16,5016766463701299.0,1.0282778726238202e+16,3586977909469299.5,6097925138082399.0,7825034401802701.0,1.3130173619629568e+16,9094449534057598.0,9132373139228800.0,5697113792292999.0,5137175114083467.0,6129404231608799.0,5280000000000000.0,5710000000000000.0,6246666666666667.0,6296666666666667.0,6980000000000000.0
b3617,GLYAT_reverse,kbl,1718937453593600.0,1141224426770400.2,1893134795254033.2,1678280384064666.8,1068831216375466.8,712094131991899.9,1446606110493266.5,561245066501600.0,1191931642711999.8,1355527896040000.0,2053976876680932.8,1677895603169599.8,1410932593682400.0,1404046959666399.8,905984006985933.4,918073578469600.0,93333333333333.34,,93333333333333.34,60000000000000.0,50000000000000.0
b3926,GLYK,glpK,7900623968625066.0,5834072469532533.0,6864303455421267.0,5740207298205334.0,5204701735933134.0,5149905141063900.0,5844004228239667.0,3320938808724567.0,4589690523502400.0,1.0710385060081485e+17,7001625396632434.0,5437136346907999.0,4519404232508800.0,3292957224696299.5,5048430827698133.0,5412158648349600.0,4660000000000000.0,4143333333333333.5,2480000000000000.0,1016666666666666.8,476666666666666.7
b0212,GLYOX,gloB,1698144812163200.0,1205022963947600.0,1545335765031466.8,1331075493666800.0,1175941654542400.0,1940450441928600.0,1767078468605666.8,800877859241466.6,1372246729783999.8,1095282667965100.0,1282544361078600.0,1493683505928800.0,1173260227090399.8,865551738634799.9,2336542086211666.5,1357502467925599.8,2160000000000000.0,1896666666666666.8,1270000000000000.0,1250000000000000.0,876666666666666.8
b3052,GMHEPK,hldE,8453637600009598.0,6128185362824000.0,7766863676249432.0,7223937438091731.0,6375378432550799.0,2024348236845900.0,4467929237253735.0,2336253832539599.5,3403709860921599.5,4252011948925700.0,7773774022915034.0,4740782428164799.0,4409983094844800.0,3795797798443000.0,2698460833397267.0,3146978653952800.0,2113333333333333.2,2483333333333333.0,2213333333333333.2,2016666666666666.8,2146666666666666.8
