bnumber,reaction,gene_name,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b0088,UAMAGS,murD,7767268493982931.0,5328226094362266.0,8950129744124701.0,6217253179810399.0,6116273878768400.0,3301284660368799.5,5390153970067533.0,3369733251999166.5,6037333397933599.0,5266735503216167.0,6759990618128934.0,6777939347585600.0,5042218548460000.0,3120354203171799.5,3490688023965999.5,2877464573979199.5,320000000000000.0,290000000000000.0,246666666666666.7,330000000000000.0,260000000000000.0
b0091,UAMAS,murC,4824187520253866.0,3291692395859467.0,4190436435020633.0,3649752926090133.5,3021261026909967.0,673759730808499.9,1952957521770666.8,1001712761484666.8,1653614125276000.0,2001290826457800.0,4080991685355833.5,1976579710076800.0,1817919006828800.0,1497689271047900.0,848911485556933.1,1229544120058399.8,343333333333333.4,363333333333333.4,406666666666666.7,426666666666666.7,480000000000000.0
b3972,UAPGR,murB,1258560156873600.0,888564347066666.8,1292023186449833.5,1156524009550933.5,555252684032033.4,260922175627400.0,697034881817733.4,297647347776366.75,484685965280800.0,666002812122666.6,1052188276300800.0,577232490729600.0,545975951474400.0,418570796575400.0,290359386809066.6,314424274652799.94,120000000000000.0,130000000000000.0,116666666666666.69,116666666666666.69,100000000000000.0
b0174,UDCPDPS,ispU,334932796255999.94,161875336095199.97,231919580145900.0,115772547042133.36,,,105833157075533.34,,84297434737599.98,199494021753866.7,255634141078000.0,44158871861600.0,179099222241599.97,77009133861799.98,214603575879000.0,169984248671200.0,,,,,
b0759,UDPG4E_reverse,galE,1.3383317868065068e+16,1.0699409007664532e+16,9707065654094066.0,9137455364393068.0,9115815946803734.0,4917680392414300.0,8011610564860934.0,2.3425127810579296e+16,7577148744408000.0,6712989588747366.0,1.00274324389533e+16,7373011999753600.0,7496160712408802.0,5379966048242099.0,5989831451970666.0,6782231657583199.0,2133333333333333.2,2056666666666666.8,1603333333333333.5,1496666666666666.8,1303333333333333.5
b2036,UDPGALM,glf,1.4460881601179732e+16,1.1464044978947866e+16,1.3880274224232866e+16,1.0792743607173734e+16,1.14503180666873e+16,3043606454006299.0,9975445795879198.0,3759962402550367.0,7944396867545600.0,6778999401842467.0,1.2610309873802568e+16,9148366098434398.0,9199725440784798.0,5367989394889799.0,3697088317538733.5,5921137569073599.0,2836666666666667.0,3100000000000000.0,3630000000000000.0,3146666666666667.0,3596666666666667.0
b2028,UDPGD,ugd,105688725979733.31,,,138487360298933.34,,180042922065299.97,204481653427133.3,35335938041933.336,44358920870399.99,38109148599666.66,149372086595266.7,,181083662603200.0,39455506527499.99,910019995553533.2,,,,,,
b2255,ULA4NFT,arnA,,,,,,,,,,,,,,,,,410000000000000.0,,,,
b2253,UDPKAAT_reverse,arnB,872717720380799.9,276735220592133.3,1269831120844799.8,556082434215466.56,272515014888100.0,103107973225599.98,120326764192266.69,129481113187733.34,254458697664799.9,354628449625033.3,256843846241833.3,435941511400800.06,192222134515200.0,219429037426200.0,1194142292262333.2,324346697111199.94,1450000000000000.0,,,,
b0758,UGLT_reverse,galT,1860219773517866.8,1594518749866000.0,1147197895485333.5,1157259748431733.5,1726025894149966.8,1068682765347399.6,853187618678200.0,2778301661919733.0,720775029073599.9,734037841320533.1,1701517430551400.0,900500550636000.0,814630861079200.0,839088347002499.9,1048121940233133.2,1466002107511199.8,,,,,
b0086,UGMDDS,murF,1543434755875199.8,896784715802266.5,1248745330405433.2,1218211856512000.0,338907724587366.7,64748915141400.0,284550207928999.94,195647907874800.0,323988953166400.0,580683371989999.9,977735741043766.8,700142900229600.0,476653644010400.0,210651673035300.0,105328500732399.98,155638204636000.0,430000000000000.0,406666666666666.7,410000000000000.0,483333333333333.4,516666666666666.7
b0096,UHGADA,lpxC,1260331403833600.0,1342473282020266.8,2056708396917632.8,915304836349866.6,528552555548666.7,101130453316899.98,388709238610333.4,317786913795466.75,516769752024800.0,537805452175633.25,780819869915466.8,805741800804799.9,431732092219200.0,161295652317099.97,621594250065066.6,234761270006400.0,,,,,
b4233,UM4PL,mpl,3866738391147733.5,2710966648274267.0,2226121166384966.8,2664390655858399.5,1168014456564800.0,183434175343300.0,1058559964837266.8,390784119100200.0,615436434759999.9,1394418731960800.0,2494472729640900.0,1501546791687199.8,1362396424411199.8,939225817234600.0,363740275500066.56,446679933880800.0,576666666666666.8,653333333333333.4,720000000000000.0,700000000000000.0,800000000000000.0
b2254,UPLA4FNT,arnC,,,,,,,,,,,,,,,,,243333333333333.3,340000000000000.0,,210000000000000.0,196666666666666.7
b3804,UPP3S,hemD,,,,,,,,,,,,120311464719999.98,,,,,143333333333333.34,130000000000000.0,90000000000000.0,60000000000000.0,50000000000000.0
b3997,UPPDC1,hemE,1788441109680000.0,1020984340540266.4,1702685414640133.0,1346794221314266.5,239280700831633.3,58166542893199.99,322189962740533.3,287562050642666.7,308622126423999.94,871610359201233.4,538081963701533.25,883383933681600.0,611991560799999.9,103173943457199.98,35251787441933.336,122238997827999.98,1303333333333333.5,1283333333333333.5,1203333333333333.5,1200000000000000.0,1280000000000000.0
b2498,UPPRT,upp,1.2367101876308054e+17,9.11003810020192e+16,1.2117783665067438e+17,8.541483739933014e+16,1.2840091351602973e+17,3.06461195515405e+16,9.63958801660166e+16,3.764325648107746e+16,6.03099549408488e+16,7.492168843053606e+16,9.692078048396944e+16,8.051140194385598e+16,8.588863037518638e+16,6.11258939407641e+16,4.061879049039387e+16,5.2623226662252e+16,1.3233333333333334e+16,2.2953333333333336e+16,2.7666666666666668e+16,3.104e+16,3.537e+16
b4258,VALTRS,valS,686702964513066.6,387678743369866.6,403029188353800.0,422270937644266.8,225298559956433.38,,35059398727600.0,,,153188422422133.34,284072214466700.0,188310288895200.0,74597441000800.0,,,,2180000000000000.0,2400000000000000.0,2570000000000000.0,2696666666666667.0,2960000000000000.0
b3572,VPAMTr_reverse,avtA,279603560850133.28,281185507008000.0,128567898643133.34,233068130310400.0,131646942816700.05,,43790893226600.0,,34564565985600.0,88649776358266.64,146009499125333.34,123752027089599.98,38604912824000.0,50612220145899.99,158551492440733.34,41882703031200.0,,,,,
b0238,XPPT,gpt,3.098478756297066e+16,2.330508614887413e+16,3.3086839502192536e+16,2.35375847673792e+16,2.788696312313584e+16,8114198033746699.0,1.921585983770613e+16,8915062573963067.0,1.5881717154067198e+16,1.548161394090043e+16,2.938488530713153e+16,2.16308626483056e+16,2.17130331341088e+16,1.1338960176036498e+16,8333104193028266.0,1.1616409476979198e+16,3923333333333333.5,5680000000000000.0,3800000000000000.0,5840000000000000.0,3706666666666667.0
b3565,XYLI2_reverse,xylA,191020806422400.0,38047394763466.67,,48698753068000.0,58520633214533.34,62221400831100.0,57950387936133.34,51175053922666.67,109128173815200.0,89947341322266.66,89716748633633.34,271949618512000.0,98220837603999.98,55189133869799.99,,58154090544000.0,,,,,
b3829,METS,metE,1.5994024995383146e+17,1.2294792294353987e+17,7.033213971561676e+16,9.12128611475228e+16,5.521598657831087e+16,5292483864160499.0,3.24172640571234e+16,1.16284684734639e+16,1.68044078091336e+16,3.779674274532299e+16,7.679265885856318e+16,4.3414342947188e+16,4.43509464367056e+16,1.4772528161379096e+16,7582083029273867.0,1.42440357171504e+16,2.0953333333333336e+16,3.6183333333333336e+16,6.2513333333333336e+16,9.591666666666669e+16,7.856e+16
b0126,HCO3E,can,4.166203168072e+16,3.23676726544472e+16,3.889591993685837e+16,2.991815268777813e+16,2.125548502187017e+16,4871045261620999.0,1.2288167523942266e+16,8525311631044435.0,1.1995934688607198e+16,1.3297670617598498e+16,2.29674408096634e+16,1.3178406980636798e+16,1.50513273206112e+16,9413652276548098.0,5376930213452600.0,6103136021663199.0,9200000000000000.0,9816666666666668.0,8580000000000000.0,9376666666666668.0,8983333333333334.0
b2914,RPI,rpiA,3.94493215435296e+16,3.255293895826748e+16,4.3053148943505096e+16,3.2496223366096936e+16,3.9431108281565496e+16,2.10653708801844e+16,3.3450320508530468e+16,1.757875406180317e+16,2.98150927389608e+16,2.459286613838883e+16,3.67060036261706e+16,2.8545476239504e+16,2.76114239186864e+16,2.4011190924773496e+16,2.38034137712558e+16,3.1263165158692e+16,1.074e+16,1.0533333333333334e+16,9516666666666668.0,9256666666666668.0,9283333333333334.0
