bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b2511,3740365721444267.0,2477754219527067.0,2085924665108866.8,3033094913805600.0,877002466149033.4,383021869498799.94,999185062103799.9,584693477905599.9,706349364938399.9,1222017294119166.5,2163006430302866.8,1336911565411199.8,1254077168488000.0,710146293128299.9,414450882496933.3,703856501248000.0,2026666666666666.8,1796666666666666.8,1830000000000000.0,1700000000000000.0,1563333333333333.5
b2512,2150875176294400.0,1280891362617066.8,1374704638237900.0,1498218815171866.8,1686011348905933.5,882725573891699.9,1025510209825400.0,281097279514033.34,690531388343999.9,736348938414966.4,1561468955138266.8,709012049687200.0,993219752935999.9,597132166366399.9,564722800843666.8,866622526089600.1,2270000000000000.0,2150000000000000.0,2040000000000000.0,1946666666666666.8,2286666666666667.0
b2513,5435377418433066.0,4013281444154267.0,3051239599308666.0,4189465384951467.0,2018874334427433.5,477141445126499.94,1099477228934933.1,759594491506933.2,993475235756000.0,1711465956289466.8,2770825687277599.5,1533702571364800.0,1168593004100800.0,1284891293697200.0,722138906029933.2,848293969271199.9,2583333333333333.5,2496666666666667.0,2486666666666667.0,2323333333333333.5,2443333333333333.5
b2514,1.1479435645037866e+16,9016771292549068.0,8718383841956199.0,8819980131064665.0,3057192343609300.0,799791895622299.9,2964640907229733.0,1782320630357166.5,2820754849268800.0,5444635582442067.0,7758072275512632.0,4897546676376799.0,3956290084875200.0,2034973188143699.8,950248388818666.5,1435752435828000.0,3290000000000000.0,3443333333333333.5,3606666666666667.0,3290000000000000.0,3533333333333333.5
b2515,7961576504923734.0,6362883526002266.0,7810876628334334.0,6670678116687201.0,5942643604908168.0,2800644299551699.5,5053898803854334.0,1974801755061100.0,3823005486127999.5,3938590601467766.0,5936211649307600.0,4429469049196800.0,4344283286035199.5,2943455564104999.5,2874775379836066.5,4548059060504001.0,1253333333333333.5,1306666666666666.8,1286666666666666.8,1130000000000000.0,1180000000000000.0
b2516,83389276803199.98,52781756355066.67,79412439578299.98,86221687997200.0,217624721716166.7,,66800016288200.0,,38303289679199.99,135324505778133.31,224886200898299.97,161361114707199.97,50448076114399.99,138768608758500.0,44128083810799.99,325215794807999.94,2156666666666666.8,1763333333333333.5,1650000000000000.0,1383333333333333.5,1213333333333333.5
b2517,1425337019724799.8,1138944075829466.8,849835594503599.9,1046993317212266.5,958663901437366.9,201348896024499.97,833923201739333.2,171833918772300.0,446275354635999.94,538278521155900.0,1112340784209166.9,696018231076799.9,757988315830399.9,432302090778599.94,234589690004266.62,549019603647200.0,363333333333333.4,436666666666666.7,570000000000000.0,470000000000000.0,500000000000000.0
b2518,1.2266046966088534e+17,9.486440040237533e+16,1.0900435668208174e+17,8.617166353749707e+16,1.190906282369838e+17,8.37164348301253e+16,1.4260409846938232e+17,6.437179882596764e+16,1.4480000134819357e+17,9.305817917533598e+16,1.3672518721217014e+17,1.311128690405912e+17,1.314411696078472e+17,8.47798567028329e+16,1.2247626785948544e+17,1.6526525076386397e+17,1.988e+16,3.318e+16,4.2103333333333336e+16,3.665666666666667e+16,2.4153333333333336e+16
b2520,530456053944533.1,334793508041999.94,463833385949699.94,440826225537600.0,382279374199800.0,711164426148399.9,455999044012199.94,286009247979299.94,486389174335199.94,324372501725466.56,430651120472033.44,374385486324800.0,349119698196000.0,276584875433299.97,504377441156600.0,446031105089599.94,186666666666666.7,153333333333333.34,116666666666666.67,93333333333333.34,90000000000000.0
b2521,7630904154536534.0,5879794721815467.0,7832957167346332.0,5618543615595866.0,5810891110235634.0,5141536964102699.0,6837432183324601.0,4859847101076233.0,7600580409888000.0,6193750422917034.0,8055421202450900.0,7299451450766399.0,6432022234553599.0,6003517270806299.0,5375023813794065.0,5024807926817599.0,4070000000000000.0,3490000000000000.0,2573333333333333.5,1843333333333333.5,1593333333333333.5
b2522,5564712186355200.0,4437603287738134.5,5188199300591000.0,4244675091462399.5,4418334445429766.0,1600644209312399.8,3695737559780066.0,1369304379895233.2,2236458457759999.8,2552861553788499.5,5317277223682467.0,3133855330127199.5,3108764931182399.5,2251811638637399.5,2139911612578666.2,1676624307744800.0,,,,,
b2523,4680625107233066.0,3715454992093600.0,3203166310511367.0,3453054138037467.0,950587545987866.9,673063517260399.9,2081516103283066.2,1641156577004400.2,2409193175160799.5,2540503611322066.0,5012292598584734.0,2204159376393599.8,3289748447191199.5,2172111797629200.0,823056476888799.9,1002597193314400.0,6276666666666667.0,6706666666666667.0,7110000000000000.0,6380000000000000.0,6626666666666667.0
b2524,2.7811531836326396e+16,1.9310930580207464e+16,2.3769099675443764e+16,2.019188001915e+16,2.153704711238617e+16,8726976996817099.0,1.5585005593944798e+16,8428857651902434.0,1.3064863818385598e+16,1.1314944959625432e+16,2.3715479262508936e+16,1.2450209277681598e+16,1.2628955046786398e+16,9792153212038398.0,1.2634046101224532e+16,1.2858244754280802e+16,2350000000000000.0,,,,
b2525,3.03068116930432e+16,2.1552085234963736e+16,3.16707913769929e+16,2.3631704576732936e+16,2.3956313324808996e+16,1.2374954495603698e+16,1.6267928591239e+16,9045812628794498.0,1.5975099819559198e+16,1.2942840071598766e+16,2.2610354290146596e+16,1.4982745320991998e+16,1.6311139534516e+16,9936926133554000.0,1.2862019524392868e+16,1.249889436886e+16,2970000000000000.0,3253333333333333.5,3406666666666667.0,3166666666666667.0,3526666666666667.0
b2526,9363552141563732.0,6982608336927066.0,7910394266466702.0,7533337454173999.0,4693039215463734.0,1171395154544299.8,3546227019308999.5,1944089780642666.8,3023495824299199.5,3901750852494400.0,8022620099800100.0,4079122512372000.0,4062670376304000.0,2825868928299899.5,1497977284505533.2,1875876582888800.0,423333333333333.4,470000000000000.0,543333333333333.4,503333333333333.4,590000000000000.0
b2527,9826175023117866.0,7370048987073732.0,8526547153711232.0,7352116024397201.0,9489533977603468.0,2614447788822799.5,5158421008928199.0,2409605844276900.0,4062079329850399.5,5747439055339999.0,9060383937155300.0,3620862932517599.5,4026105623424800.0,3493914695249299.5,3397757896913600.0,4230607194944000.0,1050000000000000.0,1536666666666666.8,1553333333333333.5,1470000000000000.0,1660000000000000.0
b2528,1.5471346518084268e+16,1.2204090219106798e+16,1.2375082226567e+16,1.2609759822813066e+16,9012911517951834.0,3883237745300899.5,7825168462842469.0,3272612725878433.5,5468842197687999.0,7292975626542599.0,1.2642641443082268e+16,7491663599881599.0,6537903273306400.0,5539219320287799.0,4802676344619266.0,7369521204411199.0,643333333333333.4,913333333333333.4,973333333333333.4,880000000000000.0,850000000000000.0
b2529,1.076063583305888e+17,8.495563808011187e+16,1.0126830939352358e+17,8.36182630682756e+16,8.657456898582651e+16,3.832430238827119e+16,7.118013379883467e+16,4.2638577636848696e+16,6.661896322978959e+16,5.597490070045518e+16,9.21972451240537e+16,5.05376756613072e+16,5.064971047877599e+16,3.43998636859094e+16,4.85728107711616e+16,6.07819590746656e+16,1.0893333333333334e+16,1.4223333333333334e+16,1.507e+16,1.2903333333333334e+16,1.238e+16
b2530,8.163411103609706e+16,6.2505722798540936e+16,7.147648788934376e+16,6.25172296189252e+16,4.3269180141029736e+16,1.5561385728104298e+16,3.8686176400800936e+16,2.4600468746955036e+16,3.657682858423679e+16,4.001653409536737e+16,5.98759323862763e+16,3.2707395313507996e+16,3.3945203042167996e+16,2.38709707059005e+16,1.8128820333052732e+16,2.4396767100592796e+16,1.403e+16,1.58e+16,1.589e+16,1.4e+16,1.3456666666666668e+16
b2531,2.3340317109744e+16,1.9764254291492668e+16,2.1203665287354896e+16,1.8912198715596668e+16,8940965240929067.0,9592418385074700.0,1.729850091464647e+16,1.1342134526300666e+16,1.6352173749069598e+16,1.44287458141164e+16,2.70122867877202e+16,1.4985875771739198e+16,1.53843417573104e+16,1.1422239346919798e+16,1.2823215612690266e+16,1.9407361225709596e+16,8393333333333334.0,9580000000000000.0,8550000000000000.0,7050000000000000.0,6033333333333334.0
b2532,6579639433684267.0,4866143968349066.0,5573066407026534.0,4954653399272267.0,5488524823396166.0,4868370229832199.0,5102806223096400.0,2524729051532233.5,3898739458400800.0,3308493319272267.0,5218920514817000.0,3835646307718399.5,3026272505596799.5,2966587210348300.0,2830256746700533.0,2986848599023200.0,320000000000000.0,360000000000000.0,380000000000000.0,373333333333333.4,440000000000000.0
b2533,1.96946529259648e+16,1.4921155064606e+16,1.688382218679033e+16,1.4426051124826136e+16,1.1397925420395868e+16,2538240980814699.5,9556795002149198.0,3305827236456100.0,7112480016337601.0,7998500864804199.0,1.4553664637924968e+16,8745533862412799.0,8593856290372800.0,4427450656864899.5,3209609424282799.5,5049817285672000.0,1393333333333333.5,1746666666666666.8,2120000000000000.0,2863333333333333.5,2616666666666667.0
b2545,,,,,,,,,,,,130602534677600.0,,,36711032369733.33,45438525947200.0,,,,,
b2548,256116973565866.7,54376600435733.336,170529273372333.34,296300170873466.6,94903030273700.02,507053604452500.0,86761912367000.0,76769579669533.34,33838914684000.0,54480247330333.336,141869321274799.97,87471614125600.0,66301506123199.99,40715017706300.0,53641480824799.99,995619940042400.0,,,,,
b2551,1.9314985140892157e+17,1.4804126382260227e+17,2.009218265702651e+17,1.3718390810196987e+17,1.6906318529534182e+17,3.2348780413522996e+16,8.89084542595028e+16,5.730846730915994e+16,7.193763297221279e+16,8.032078073427446e+16,1.6954702224027488e+17,8.96961467965592e+16,9.527045380951518e+16,6.904009071741671e+16,3.869486677262874e+16,4.772031892344959e+16,1.9963333333333336e+16,2.4746666666666668e+16,2.384e+16,3.027e+16,3.1013333333333336e+16
b2552,2059393586602666.8,1226125751491200.2,1361023331390966.5,1650360931613333.5,3128440839877399.5,507009672418900.0,1680081452318533.5,342587145024300.0,811036700088800.1,843448630380633.4,2190173285647533.0,1345305385992799.8,1178288247396799.8,808204986028999.9,1046061099756199.9,1066163027382400.0,,,,,
b2553,2.9150573258214404e+16,2.5093033622832936e+16,3.46185642711681e+16,2.3481566987685336e+16,3.8937271867901e+16,2.5190310629567996e+16,3.08369727416166e+16,1.3979922068975968e+16,1.8856399663328e+16,1.7248981461671164e+16,2.5216312429440696e+16,1.6780657250462398e+16,1.93683685861968e+16,1.6350061969969e+16,2.2258862950400268e+16,2.0162655844777596e+16,3963333333333333.5,4333333333333333.5,4500000000000000.0,4190000000000000.0,3980000000000000.0
b2554,99537198517333.33,65879753454666.67,149618632955699.97,95677520194666.66,198286449313566.7,254240181176100.0,339316495561333.4,34265214229466.676,,57920294761900.0,126871087900000.0,87350926879999.98,76296793503999.98,,155838983900599.97,217470038294399.97,,,,,
b2557,4198325217290666.0,2725289743327200.0,2123707180716933.5,2867688773753999.5,751506123018966.8,207368639308599.97,733923476267800.0,256206223825266.7,354672816244800.0,1667553458023699.8,2584959634623067.0,1409774152432799.8,1187368457116000.0,578174182814899.9,322107667750733.3,502429742757600.0,3443333333333333.5,4113333333333333.5,4653333333333334.0,5093333333333334.0,6403333333333334.0
b2559,281498905746133.3,424161654770000.0,364333809853666.6,442774094123199.94,288106646617666.7,,304697633097866.7,112290249160933.33,149248980815999.97,117157072914699.98,433726683640666.7,251990609309599.97,459661688664800.0,70398915096300.0,,184205599918399.97,,,,,
b2561,470301555215999.94,75605098879333.34,336331718603533.4,832916983291866.8,159980742966333.3,,195366792536933.34,128045411485233.34,234784773307999.97,87130658190266.67,466921305837933.3,370805945823199.94,290747033320800.0,94048277745799.98,256701194162599.97,233912489755999.97,,,,,
b2563,347957295844266.6,385945201946266.7,527974962288399.94,245602745600800.0,626856175476166.6,71369576749100.0,185176503882066.66,88152345441500.0,125585423117599.98,203980786632799.97,274696022259366.62,509430569992000.0,142206620825599.97,204794651342399.97,,154673466148799.97,,,,,
b2564,1.0413156857228798e+16,7431345729017467.0,9433608179197434.0,8618831920992532.0,5017917412101934.0,3790044082147399.5,7300739629846867.0,3949806374243832.5,5498874860062400.0,5369760649324732.0,8868202917445435.0,5726149466784001.0,6145301764337599.0,4624116753321099.0,3521313138192666.5,4731609650864799.0,2946666666666667.0,,4743333333333334.0,4260000000000000.0,5966666666666667.0
b2566,2915286118729600.0,2053212709507866.8,2545255456424366.5,2205700309201200.0,1410975201144166.8,390096202227199.94,1536264793722533.2,627528914541233.4,1059764435134399.9,1238419598969999.8,1800730544011933.5,1369480046803199.8,1624312215348800.0,719048476533799.9,341285168512933.4,569504174451200.0,216666666666666.7,243333333333333.34,266666666666666.7,243333333333333.34,233333333333333.34
b2567,6696619280293333.0,4970065116317466.0,6373627262534599.0,5176746679048000.0,4854996133243000.0,1513058064908599.8,3668762338382267.0,1717538331512533.5,2710878805870399.5,2728282677929466.5,5398431256795534.0,2931445692314399.5,3186290333114399.5,1775262762242899.8,1677405043455533.0,2908043092389600.0,556666666666666.7,623333333333333.4,633333333333333.4,583333333333333.4,676666666666666.8
b2568,304704553636266.7,261875372635333.28,317293323351199.94,296109014846400.0,276015163321533.34,280115316956300.0,212809685838533.34,114583371866233.34,175345765891199.97,110866221185666.67,421035524217666.7,133961753786399.98,205660601369599.97,138522349783999.98,162938553285933.28,182909027806399.97,186666666666666.7,203333333333333.34,200000000000000.0,150000000000000.0,116666666666666.67
b2569,3754655242956799.5,2563807156595066.5,1633011589074966.5,2430043692399867.0,579685144102900.0,229994255671599.97,684058043076200.0,251645199748699.97,348962036031199.94,1145002524543200.0,1930538735693200.5,1014582771078400.0,1042015005345600.0,573352747642499.9,226357170817066.66,524159423510399.94,3096666666666667.0,3170000000000000.0,2946666666666667.0,2710000000000000.0,2543333333333333.5
b2571,3076725066330666.0,2234326343919599.8,1967252278501400.0,2264478082371866.5,2935185191691867.0,3130313534630799.5,1748846845069999.8,1131550397524433.2,1336776576451999.8,1233251791189599.8,3006369404484533.5,1225209424857599.8,1186713681167200.0,1308218663919999.8,2678205093874932.5,2039997350638400.0,1840000000000000.0,1500000000000000.0,906666666666666.8,640000000000000.0,603333333333333.4
b2572,3804007683115733.5,3506582795337067.0,2132638431022499.8,3301984859779199.5,3546347099119867.0,2347246651138199.5,2921750254074600.0,1370399596192233.5,2103140299055999.8,1723343149251466.5,2741408168432167.0,1964642287200799.8,2088476827195200.0,1552086893779100.0,3044705553103866.5,3283042857378400.0,,,,,
b2573,4132296533489066.0,2797357208593733.5,3043552648208133.5,3067025328921867.0,3547152514787799.5,1481486205512599.8,2356878177797867.0,1193433529427500.0,2000383260131199.8,1617439748550899.8,3090216687674299.5,1780274137276000.0,1682765581842399.8,1379781299119999.8,1930645118382933.5,1910603855368800.0,840000000000000.0,673333333333333.4,620000000000000.0,486666666666666.7,586666666666666.8
b2575,307586903406933.3,204377895433600.03,315285750435566.6,574142831176133.2,300374866804266.7,36745782765999.99,158053361846466.66,,57270098577600.0,138115666658066.67,189210732172066.7,225317394063199.97,111374953921599.98,93679754928199.98,,183986027847999.97,,,,,
b2576,2722683612473599.5,1867255883753867.0,2020085168139933.5,2045615469609600.0,470323130999033.4,623568795539199.9,930946899243400.0,610267869693200.0,611106402516000.0,1010965357600933.4,1579184773869200.2,983864163606400.0,970093188964800.0,607797558166399.9,668840652497599.9,507843918684800.0,1026666666666666.8,973333333333333.4,933333333333333.4,806666666666666.8,776666666666666.8
b2579,1.1791402759336534e+16,2.0208673501688e+16,1.9851253789301336e+16,1.9848503235729464e+16,1.88813209594969e+17,1.1281663296838198e+16,2.9287979254080736e+16,6060823239868800.0,1.2073813283652798e+16,9600572541380666.0,1.529002229680917e+16,1.0843636630605598e+16,1.0257202226279198e+16,1.7738118352094698e+16,1.0932786511542868e+16,1.38863086892912e+16,5103333333333334.0,5083333333333334.0,3943333333333333.5,4153333333333333.5,7423333333333334.0
b2580,2144405674958933.5,1642144439185600.2,1786153922743600.0,1539184618753599.8,1758685750462166.2,613017365990399.9,1200020068555533.5,521204405524900.0,982786753588800.0,934809117013633.1,1681537981146600.2,1067699213806400.0,927760061354399.9,646096117770599.9,801439661260333.1,844230758790399.9,,,,,
b2581,1.07893446504064e+16,7620104370556534.0,9497854077775666.0,8098898556601999.0,7649006199015200.0,3146538712575299.5,5756355866025267.0,3286739926649733.5,4641748627193599.0,4735768764585034.0,7958904314721300.0,4658045831419200.0,4599878881858399.0,3508150797117399.5,3254528304756666.0,3519899352033599.5,2373333333333333.5,2193333333333333.5,1833333333333333.5,1773333333333333.5,1766666666666666.8
