bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b3248,1457704936914133.2,1150396654030400.0,1443235577758300.0,1285403888825466.5,1398945604018166.5,331262923720399.94,836550287257533.2,435833646255199.94,571320221741599.9,554516834446566.7,1192194075640666.5,617882400738399.9,533232285338399.94,601953341798899.9,506648963680933.4,533802468208799.94,,,,,
b3250,88219656478933.34,126080320854133.34,88076193684199.98,55298065578933.33,55993201393933.33,,,,,64317849333699.99,87139572633566.69,99422520815999.98,42719584690399.99,,,62638605292000.0,,,,,
b3251,4.371156412444693e+16,2.9765227989139996e+16,3.6900550207094104e+16,3.2622637060282268e+16,3.17663741156679e+16,1.1292390540867098e+16,2.1634247092249996e+16,1.1510615226278034e+16,1.71858922157296e+16,1.9365648505713096e+16,3.4562661333324336e+16,2.0125687756528796e+16,1.9445799607508796e+16,1.58598273519924e+16,1.21338832037962e+16,1.66697593871032e+16,8220000000000000.0,8043333333333334.0,6953333333333334.0,7026666666666667.0,7316666666666667.0
b3253,4141918987036800.0,3491670026316266.5,3951145712800132.5,3659765315530800.5,2997783487488833.0,2479861238157799.5,3785212720372200.0,2112948368489466.8,3422287782776000.0,3316500051709066.5,4321158547407033.5,2852254270572000.0,2747657765680799.5,2479503862653999.5,2568349834973999.5,3384236174571999.5,4606666666666667.0,3793333333333333.5,2886666666666667.0,2316666666666667.0,1676666666666666.8
b3255,2.9991453185408004e+16,2.1701407317747736e+16,2.9993861602095228e+16,2.1357458806552396e+16,2.1526042336629264e+16,7527955937192600.0,1.6674204991554068e+16,8361804311754134.0,1.4507325838651996e+16,1.1887122677889398e+16,1.8749422766204696e+16,1.6530793679192e+16,1.72372739264728e+16,7235112911217098.0,7492993245062600.0,1.0279381485722398e+16,8353333333333334.0,9233333333333334.0,7490000000000000.0,2.52e+16,7993333333333334.0
b3256,1.86077817541312e+16,1.4797597018189064e+16,1.4232314392951668e+16,1.3777480423437734e+16,7625814043089867.0,2430449471132899.5,7664433888003532.0,2625203477807533.5,5397562652002399.0,7418257373933733.0,1.1092045487464066e+16,6603393497095199.0,8081964051795999.0,4939615248959999.0,2691878474147866.5,4731695310080800.0,4340000000000000.0,4600000000000000.0,4760000000000000.0,4643333333333334.0,4870000000000000.0
b3259,1462010770871466.8,1097803756686000.0,1139216973476266.5,1081280052748933.4,1655793244669299.8,764313513347999.9,1225643444659400.0,453472370894800.0,718624883928799.9,578859918067333.2,1157864708607666.8,498514495276800.0,706170427878400.0,552668514318899.94,629664493692666.8,746796243479200.0,446666666666666.7,433333333333333.4,453333333333333.4,,586666666666666.8
b3260,114183339881599.98,187705677460933.34,260467635758666.62,72196745611199.98,111121420525433.34,,,,,49160960383833.33,198637192731933.38,127606023427999.98,61988096956000.0,,37857957758133.33,,,,,,
b3261,6.4079220718096e+16,4.583049498398933e+16,4.755924648637807e+16,3.71259714736848e+16,5.391338428691677e+16,7620470133318000.0,3.1202986633429e+16,6806984320026366.0,1.5768582324320804e+16,1.8677856073447264e+16,3.845954644024097e+16,1.7331580953222398e+16,2.48934848400808e+16,1.22245415974724e+16,8368736872132265.0,1.9307077144170396e+16,,,,,
b3279,2101983408065066.8,1567612826840666.5,1826809922692933.5,1458895543250133.5,871401634795666.6,560406843845799.94,1450898417454200.0,513358934544833.4,872608199777599.9,1128805788120233.2,1930550389452433.5,1056054451266399.9,1295896686263200.0,950162273057199.9,879469003929999.9,1063868703444799.9,720000000000000.0,680000000000000.0,693333333333333.4,680000000000000.0,790000000000000.0
b3280,3220104192740266.5,1918289626196533.5,2020298667654033.0,2436817976943466.5,1834372403771300.2,550686655122099.94,1269114754190400.0,531062644471500.0,981931127509600.0,1064471076758966.5,1973588561959400.0,1211489638716799.8,1259591096158399.8,869996142018499.9,715218699730333.2,1007571118923999.9,,,,,
b3281,2348114143244799.5,1313605142549466.8,1895554784169599.8,1710777408202800.0,1170125660890633.5,485957821614299.94,1166943364550600.2,614745268108366.8,945194406416000.0,1074408438679433.1,1813583921264666.8,1239836843465599.8,963204523254399.9,537612422984699.94,625987142033733.2,832976187044800.0,363333333333333.4,340000000000000.0,363333333333333.4,383333333333333.4,450000000000000.0
b3282,4465602449792000.0,3201416560974800.5,3716354162077066.5,3350248177103333.0,3631611737854500.5,1320555235246799.8,2557397628454067.0,1110013895851800.0,2409690388863199.5,1894634693992466.8,3716548438997934.0,2242489391543999.8,2261327617009600.0,1456047705475299.8,1556413610318599.8,1560389188227199.8,440000000000000.0,453333333333333.4,410000000000000.0,446666666666666.7,596666666666666.8
b3283,1159770330786133.2,495119933635600.0,348771048099966.7,486222121639333.4,979139440893666.8,96429146171400.0,227671406579933.34,121666643554500.0,250137907646399.97,93755618646500.0,408681937359400.0,981883045945600.0,215036738388000.03,121170053124400.0,358820597869066.7,40790092407199.99,,,,,
b3287,1.4043254976722132e+16,1.1346537618529868e+16,1.2793992878531566e+16,1.1194809609032936e+16,1.2526865406161468e+16,5268933695632599.0,9233758371389066.0,4871633324022100.0,7397619900514398.0,5872311680009932.0,1.4551467428791166e+16,6551288890359999.0,6712453328868000.0,5744401512236099.0,6976228619442867.0,8074996368319202.0,2850000000000000.0,2630000000000000.0,2520000000000000.0,2503333333333333.5,2960000000000000.0
b3288,8480772694159999.0,6398090466437600.0,7172644141302367.0,6721342322225067.0,6393930176956468.0,2814866853792699.5,4931683558767332.0,2420873352151333.0,3707987573147999.5,4155727945099999.5,6960963875427299.0,3970827775400000.0,3892824809574400.0,3187947024075799.5,2658830756733800.0,2999831480275999.5,1353333333333333.5,1120000000000000.0,1183333333333333.5,1080000000000000.0,1023333333333333.4
b3289,,40567783197200.0,133261061673966.64,80633838040933.34,80817859396200.02,,55456546416266.67,,,177743156017300.0,290267236277933.3,52625545481599.99,95056252312800.02,,,54993714729599.99,276666666666666.7,360000000000000.0,233333333333333.34,270000000000000.0,300000000000000.0
b3290,997967619540266.5,1040700535480666.8,1455955965926499.8,1311175287873733.5,686705964300633.2,160276979215499.97,357958593307466.6,352761497996600.0,397081067404000.06,790366089600299.9,905395462222899.9,802499242940799.9,334274207142400.0,250920961848200.0,923590585114266.5,204079111944799.97,430000000000000.0,190000000000000.0,273333333333333.34,230000000000000.0,193333333333333.34
b3291,,,,,,,,,,,,,,,,,1573333333333333.5,1566666666666666.8,1836666666666666.8,1436666666666666.8,1106666666666666.8
b3292,280237381682133.34,92788202239600.0,216928360997433.3,148425512155199.97,194512748835266.7,,164794319080733.34,,129597764119200.0,190296739024466.62,218656987883099.97,384870750075999.94,176767783566399.97,206360989258899.97,482352395237533.25,265808109979999.97,,,,,
b3294,1.2994407347266132e+16,9013983072324534.0,1.41035274676267e+16,9749412719846798.0,1.17883556075384e+16,4729635139666499.0,6321407566769533.0,3276569490786467.0,5162180733510399.0,5267673843993466.0,7719342443187134.0,7448254080519199.0,5964056822949599.0,2913118832570100.0,4964685632612199.0,4621898645158400.0,2.7286666666666668e+16,2.9146666666666668e+16,3.4503333333333336e+16,3.727666666666667e+16,4.2673333333333336e+16
b3295,9.791854875326933e+16,7.1718313407440936e+16,9.967564859214853e+16,7.470616329979878e+16,7.930333327487342e+16,3.4167481591639196e+16,6.536140859258399e+16,3.3539411865973068e+16,5.351129883397919e+16,5.0782379753023896e+16,7.941720204372182e+16,5.102815365149439e+16,5.32097404850048e+16,3.3695275266787396e+16,3.4759955260895336e+16,4.68628538949224e+16,1.7073333333333334e+16,2.0646666666666668e+16,2.1333333333333336e+16,1.9456666666666668e+16,2.0103333333333336e+16
b3296,7947882450409600.0,5688257713020399.0,6548731147240466.0,5814446799807334.0,6944852804107734.0,1934774207976399.8,2549358103355266.5,1311946450058366.8,1914523725235199.8,3512364170048899.5,4201003725137466.0,3355003244650399.5,2192286005794399.8,1392681087121800.0,2310007287747133.0,2475323777226399.5,3.6093333333333336e+16,3.7033333333333336e+16,4.8823333333333336e+16,4.4873333333333336e+16,5.527e+16
b3297,4034423592660267.0,3257360911930533.0,3279930075975199.5,3309956788888400.0,3763899828048933.5,1273234175541299.8,2039182869584466.8,915602283032833.4,1376539357675999.8,1623016742856799.8,3351701779841199.5,1869544792035999.8,1504188979727199.8,1050072734385499.9,1985860725876133.0,1957551658352799.8,2.1533333333333336e+16,2.126e+16,2.4573333333333336e+16,2.8433333333333336e+16,3.0513333333333336e+16
b3298,3.130518506120533e+16,2.3113656628746136e+16,2.5451227029428964e+16,2.4103293767800796e+16,1.9679203534698564e+16,8539313348583499.0,1.2572831538202866e+16,8545428771685899.0,1.35709977739504e+16,1.4823864543845198e+16,2.304233653013757e+16,1.70310412557728e+16,1.4086306777898398e+16,7594689902196599.0,9248040790881932.0,8637522525859199.0,4.387666666666667e+16,4.440666666666667e+16,5.5103333333333336e+16,6.161e+16,6.817e+16
b3299,2.3074214364052264e+16,2952900933541999.5,44208433472099.99,3993612935050667.0,80923053911133.34,5627866552293999.0,1.0530999659766734e+16,1.1355776735794668e+16,2.3282992742123196e+16,3099531613399933.5,2.41992215210336e+16,926549723919199.9,1.9234987154336796e+16,1.5658468572971698e+16,751759345166866.6,2.5523173736032796e+16,,,,,
b3300,,,,,,,,,,,,,,,,,1546666666666666.8,1813333333333333.5,1750000000000000.0,1800000000000000.0,1430000000000000.0
b3301,1.7650942391508268e+16,1.2899070555709336e+16,1.48770145397734e+16,1.30163770147376e+16,1.3662429071923566e+16,5363177562580599.0,6249763201793800.0,3679311831505466.5,5625448664995999.0,7662272484932799.0,1.0966451593376134e+16,8268419271760800.0,6255683299866400.0,3840834301537100.0,5459020795053467.0,8039666192279200.0,2.6393333333333336e+16,2.8496666666666668e+16,3.4276666666666668e+16,3.7463333333333336e+16,3.9473333333333336e+16
b3302,7.174933221116267e+16,5.456711377311413e+16,7.44134359826481e+16,5.457176661204427e+16,6.593816081891803e+16,2.2351245651990496e+16,4.4688554734726936e+16,1.9385230987559296e+16,3.42849223939976e+16,3.175082112629446e+16,5.652851756295616e+16,4.183292494144799e+16,3.855477541922879e+16,2.3160326928509396e+16,2.5337087363477996e+16,2.9056241945311196e+16,4.3783333333333336e+16,4.9093333333333336e+16,5.2643333333333336e+16,6.367666666666667e+16,6.293666666666667e+16
b3303,1.6197940560844477e+17,1.2750400027452267e+17,1.72024086858015e+17,1.2211829801068334e+17,1.9410741360323917e+17,6.340151211049039e+16,1.1301388249967832e+17,4.565630425491187e+16,8.051393398672718e+16,7.760264471922226e+16,1.1364933336022413e+17,7.802545728361198e+16,7.648030788252958e+16,5.380216735555339e+16,6.393602610965679e+16,8.283870533967198e+16,4.2523333333333336e+16,3.997666666666667e+16,4.723666666666667e+16,5.245e+16,6.037e+16
b3304,5.5716462810148264e+16,4.7431731947825864e+16,5.404759809998822e+16,4.64861452455232e+16,8.525882557971422e+16,2.3292445923048396e+16,4.807894635966933e+16,1.633161216650923e+16,2.9160892840774396e+16,2.64523190011993e+16,4.651329952149157e+16,2.8414703349173596e+16,3.69465213764856e+16,2.1633402745534296e+16,2.4971426104313336e+16,4.588095884506559e+16,2.2256666666666668e+16,2.4126666666666668e+16,2.744e+16,3.0876666666666668e+16,3.3676666666666668e+16
b3305,2.1037998281181117e+17,1.533078276212224e+17,2.099489343571629e+17,1.3377003739021067e+17,1.970728988137547e+17,7.499110544518181e+16,1.4884743642308797e+17,6.147846769000304e+16,9.867444420517038e+16,8.552248780608178e+16,1.3891069260223816e+17,8.605505523776798e+16,9.831823175285358e+16,5.709387980048479e+16,6.475040301618532e+16,9.6856042465884e+16,3.871666666666667e+16,3.8533333333333336e+16,4.4993333333333336e+16,5.054666666666667e+16,5.7963333333333336e+16
b3306,9.622466330428478e+16,7.152946719530079e+16,9.033878079215683e+16,6.956613743668027e+16,1.1895657737730309e+17,3.4685694103665496e+16,7.272110262209173e+16,2.5149013235370836e+16,4.536305524533839e+16,4.060471082433433e+16,7.717116617574758e+16,4.5622535571948e+16,5.076958115128e+16,3.58227207562105e+16,3.799151417708753e+16,5.810909005456639e+16,2.1346666666666668e+16,2.1276666666666668e+16,2.5883333333333336e+16,2.7146666666666668e+16,3.2343333333333336e+16
b3307,2098674547594666.2,2494906102282533.5,2302640531226767.0,968685913542666.8,1475189119925733.5,223002058052899.97,661005993634133.2,303500738508599.94,532553966284800.0,1160138168369300.0,1462042249677133.5,73363224120799.98,705152367932799.9,342051739552599.94,91638673130399.98,1820895402664800.0,2.0286666666666668e+16,2.207e+16,2.729e+16,2.825e+16,3.0983333333333336e+16
b3308,1.7411113163355306e+17,1.3579558897752118e+17,1.7530711826827258e+17,1.303722064429512e+17,1.6524115382914243e+17,4.77401407874321e+16,1.0862061536354429e+17,4.977099417127867e+16,8.61600456149064e+16,7.88114606220257e+16,1.47962100538665e+17,8.851219398850962e+16,8.581565729524558e+16,5.955275175022529e+16,6.267424400076912e+16,7.56727547472112e+16,3.8573333333333336e+16,3.949e+16,4.978e+16,5.0323333333333336e+16,6.0103333333333336e+16
b3309,2.7928364178473596e+16,2.34014718734272e+16,2.7798598446970332e+16,2.2972276271976264e+16,2.8826982712421772e+16,1.0155990154939298e+16,1.5192377564680334e+16,6538672514028266.0,1.1165385735846398e+16,1.3147476039857898e+16,1.8742062254391868e+16,1.4643355397564798e+16,1.1119748548583998e+16,7104145809526498.0,1.0403811684600398e+16,1.2712698610139998e+16,3.774666666666667e+16,3.841e+16,4.372666666666667e+16,4.8663333333333336e+16,4.781e+16
b3310,3.071543033270826e+16,2.3738077593093736e+16,3.016572160427116e+16,2.1841517522326132e+16,3.03423897924375e+16,1.2813281694576998e+16,1.82419796040638e+16,6322331830418534.0,1.1134326129039198e+16,1.2368413067308998e+16,1.8069855715202e+16,1.3024849827642398e+16,1.3541506007441598e+16,7788363514518300.0,1.1054229570978e+16,1.5289804079223998e+16,2.2896666666666668e+16,2.389e+16,2.835e+16,3.302e+16,3.607e+16
b3311,9.749427562756266e+16,7.472081792623933e+16,9.816193643614326e+16,5.46251756119832e+16,8.915747309407342e+16,3.2848446958989896e+16,6.0012766058193864e+16,2.4250375741899536e+16,4.647601812397919e+16,3.7318990463602664e+16,7.953251538171213e+16,4.117061618829519e+16,4.599491316625519e+16,2.5408694983784696e+16,2.7463598574699464e+16,4.1123697191412e+16,2.0643333333333336e+16,2.079e+16,2.48e+16,3.169e+16,2.9896666666666668e+16
b3312,1.509322585873557e+17,1.436216223186556e+17,1.8211812396625792e+17,1.2912246738330051e+17,1.873003999375798e+17,5.8116872821879896e+16,1.31753204370125e+17,5.2667329793124104e+16,9.77805662103072e+16,8.176583334395646e+16,1.446409360276741e+17,8.3250807591432e+16,9.728888587313598e+16,5.83908577258181e+16,6.476524136612567e+16,8.4885023048532e+16,4.689e+16,4.876e+16,5.12e+16,6.8253333333333336e+16,7.634333333333334e+16
b3313,1.0110470658974932e+16,7231750907680133.0,8823617094825500.0,7562831318907200.0,8093181843551467.0,2549800212542099.5,4375939271489933.5,1881202533561533.5,2991712698295999.5,5742075884308400.0,7144667379257934.0,4993988549609599.0,3861795097331199.5,2553385622729899.5,2573190379041332.5,3762824866356799.5,4.115e+16,3.9873333333333336e+16,4.953e+16,5.457e+16,5.954e+16
b3314,7662318278900265.0,5808446530279867.0,7047846842581800.0,5240748324472266.0,9634953835496100.0,3010135357911499.5,3672445168279333.5,1296589779690533.5,2113264879839200.0,3337320915924766.5,4035154150598633.5,2866262514352800.0,2386579081836000.0,1570859999192399.8,2501443899385200.0,3652330912460800.0,3.876e+16,4.257e+16,5.3433333333333336e+16,5.313e+16,5.4713333333333336e+16
b3315,5.4402682596942936e+16,4.352612635771401e+16,5.574969825735756e+16,4.120699561251187e+16,8.52623763464316e+16,3.3413721180940796e+16,4.591580402661719e+16,1.56659935578814e+16,2.6368866867395996e+16,2.4617641893805196e+16,4.0691823150499544e+16,2.3219456129739996e+16,2.7764952718419196e+16,1.8647859694936496e+16,3.1830904571866388e+16,4.487692055253759e+16,4.6903333333333336e+16,5.101666666666667e+16,5.7953333333333336e+16,6.564e+16,6.381666666666667e+16
b3316,1.2112949418525866e+16,9152752304201334.0,1.0617605542187698e+16,8033413640998667.0,1.17727886925533e+16,4739255543805999.0,7098208388197332.0,2279960472082067.0,4193265997905599.5,5298756614737700.0,7945217207615834.0,5342724901666399.0,4779770604941599.0,3325110924322599.5,4007552931978200.0,7564166938756000.0,3.2433333333333336e+16,3.3616666666666668e+16,4.121666666666667e+16,4.6713333333333336e+16,4.983e+16
b3317,2209205578786133.0,1988782735878399.8,1967845843086066.8,1755166919368800.0,544979748990400.0,79893244393899.98,193034213593866.7,147258558557600.0,212266562491199.94,914413113529033.1,892523747580933.4,570308598934400.0,290442804180799.94,185736348416499.97,160193701500799.97,372982061892799.94,2.8483333333333336e+16,3.4723333333333336e+16,4.3353333333333336e+16,4.571e+16,4.8743333333333336e+16
b3318,1.5258307479393064e+16,9901178777494668.0,1.3182240897803498e+16,1.0946887817026002e+16,1.4019992045257402e+16,4500465880212400.0,7008591825240199.0,2811116561386467.0,5158872235804000.0,5429041553242034.0,1.13672726278667e+16,6706762788111999.0,5654910795093599.0,3802786238617099.5,4464304525779266.0,6997147247288000.0,1.8913333333333336e+16,2.0093333333333336e+16,2.3533333333333336e+16,2.5626666666666668e+16,2.9563333333333336e+16
b3319,1.2243355006801811e+17,9.1860445424468e+16,1.178287485279183e+17,9.081078027540494e+16,1.0499092444341758e+17,2.2971020569849096e+16,5.378650392120199e+16,2.996005464502806e+16,4.78202970589512e+16,5.116219819380686e+16,1.0355453115601542e+17,5.918021360218879e+16,5.402232775678639e+16,4.0811278421395304e+16,2.6843927719197596e+16,3.927946554919679e+16,3.434e+16,3.4806666666666668e+16,3.8873333333333336e+16,4.237e+16,4.916666666666667e+16
b3320,8.05450582774784e+16,6.36469208806928e+16,8.069674892001885e+16,6.3488044335361336e+16,8.959597558337914e+16,2.6336754939028796e+16,4.58825044434042e+16,1.88576259935144e+16,3.2301820104983196e+16,3.327693985877456e+16,5.8137843746869336e+16,3.3083866573323196e+16,3.1245828468063196e+16,2.3344056963715596e+16,2.9366529865243264e+16,4.552585220751759e+16,2.926e+16,3.306e+16,4.267666666666667e+16,4.115e+16,4.684e+16
b3321,1.8252227852815357e+17,1.5124741858232253e+17,1.833644621057258e+17,1.407618250452092e+17,2.1796289505695437e+17,7.101841771222448e+16,1.3439656995715598e+17,4.9329681706110936e+16,9.512026974846078e+16,8.657467534348906e+16,1.5424087032291773e+17,7.9930096171372e+16,9.512341171484318e+16,6.09946398656084e+16,7.1449913787110456e+16,1.102234248646584e+17,4.288e+16,4.682e+16,5.487e+16,5.6033333333333336e+16,6.671666666666667e+16
b3336,5320485852112001.0,3531699412716533.0,4545160389934667.0,3352385496181866.0,2543717022663167.0,2308851113106999.5,2627713512101599.5,2637107399777267.0,4282781782318400.0,2707971368957932.5,6679151286518899.0,2144323444135199.8,2455519106134400.0,1587307126698299.5,2630276498665932.5,2393912982628799.5,2.3126666666666668e+16,2.054e+16,1.5903333333333334e+16,1.5783333333333334e+16,1.7826666666666668e+16
b3338,,50227092028400.01,35223629635266.67,,,,,,,,51905432678833.33,,,,,,,,,,
b3339,6.240651664190134e+17,5.001635430732584e+17,5.6972293928760416e+17,4.869049412284345e+17,5.4304909775531904e+17,1.9651001398836637e+17,3.749667302106839e+17,1.8977476773565565e+17,3.0082654921228397e+17,2.9916663598255155e+17,5.0890576691499424e+17,3.526301582303208e+17,3.677178315851584e+17,2.7588525026051216e+17,2.2799345717172566e+17,3.3324981596852717e+17,1.801266666666667e+17,2.0375333333333334e+17,1.943e+17,1.8116333333333334e+17,1.7242e+17
b3340,1.780543755316853e+17,1.427296313323776e+17,1.4882321146447245e+17,1.4124743258245854e+17,1.2189344374327115e+17,3.2113709755557496e+16,9.051966881367106e+16,3.865092070715807e+16,6.23158843735136e+16,7.605212100962382e+16,1.3191482542752038e+17,8.447035825988398e+16,9.28499527289888e+16,6.5477951863511576e+16,3.8379603484502136e+16,5.492671538314239e+16,3.6903333333333336e+16,3.765e+16,4.156666666666667e+16,4.168e+16,3.786666666666667e+16
b3341,3.28043162832064e+16,2.742106923165867e+16,3.806226722683126e+16,2.8912165244856136e+16,6.493470683398834e+16,2.1916547803240996e+16,3.3169480144983e+16,1.0757237508572e+16,1.9986503767866396e+16,1.58408742283299e+16,2.92384979913633e+16,1.8986817816588e+16,2.46788949525712e+16,1.71833773524868e+16,2.3755323086292596e+16,2.99152863467904e+16,4.388666666666667e+16,4.657e+16,5.305666666666667e+16,6.0443333333333336e+16,4.394e+16
b3342,2639252233289600.0,2071629430910666.8,2012420581269166.2,2611256120114134.0,1580504845943500.0,727659340214099.9,620066136884133.4,581450680366299.9,634329298783199.9,1166221664815799.8,2550070431936766.5,1321464157552000.0,747078368066399.9,736209442710700.0,801909486472599.9,955563942431199.9,1.2383333333333334e+16,1.3336666666666668e+16,1.4986666666666668e+16,1.903e+16,1.7933333333333334e+16
b3343,1963107754978133.0,1399100975799333.2,2061094057501699.8,1668554121729600.0,1825835858310867.0,911268295445899.9,1315342497250599.8,585080263414866.8,978960475192000.0,724570201434133.1,1752833587381100.5,848294061442400.0,958247338576800.0,944212379347299.9,1261834026943599.8,1445814732239999.8,,,,,
b3344,1000297153361066.8,279764398612533.28,637563514793333.2,173463433630666.7,834493091346466.8,,348259780356799.94,334437426136033.3,245812307495200.0,343571459248266.6,427837297264500.0,211358822608799.97,144387859986399.97,,,,,,,,
b3345,262721960405333.34,383422920943066.6,612754329255666.6,,194773914375966.66,,173247051135599.97,112251478117500.02,142691083598400.0,156694628167666.66,188634787147333.34,448473470976799.94,185438691036800.0,357798961928099.94,267397479292533.28,73330708114399.98,343333333333333.4,306666666666666.7,,203333333333333.34,220000000000000.0
b3346,6134147073339732.0,3906686903342533.5,6230525502624034.0,5017722598654267.0,3496806694914067.0,1238636849204999.8,3252488742740466.0,1719588835130800.0,2780172481831999.5,2904886975682666.0,3814056525912300.0,3338582271490399.5,3080902981872000.0,1831306081051299.8,1441714294422600.0,1201388216300000.0,1176666666666666.8,1163333333333333.5,993333333333333.4,996666666666666.8,890000000000000.0
b3347,3.781443982862719e+16,2.81709919661184e+16,3.834390655064514e+16,3.0033579152926536e+16,4.0881782795262504e+16,2.0385520933871096e+16,2.757063174201786e+16,1.2094608084375068e+16,2.0127176794146396e+16,2.00686698269039e+16,3.1593759314814096e+16,2.2269931538567196e+16,2.20947052875784e+16,1.59692252971489e+16,2.1945848479546932e+16,2.07463199811008e+16,6093333333333334.0,6490000000000000.0,6576666666666667.0,6753333333333334.0,6960000000000000.0
b3348,5722006413735466.0,4590799092042800.0,5691023376230234.0,4962819175383067.0,6025450816084133.0,2636564954137099.5,4143614524910467.0,1477030248181833.5,3164300092699199.5,3743926996745300.0,4805462423999433.0,3437192680660800.0,4089404621441599.5,2940171412119199.5,2133830457331466.2,3384762905173600.0,1553333333333333.5,1413333333333333.5,1126666666666666.8,1083333333333333.4,1096666666666666.8
b3349,1.2068058632180691e+17,9.4781587580582e+16,1.333925484601359e+17,8.66592458799928e+16,9.30273473718427e+16,5.445209791232399e+16,9.848999903264253e+16,4.947836839409901e+16,7.749647696404718e+16,7.259749502365648e+16,1.0355964436815834e+17,7.336455881134558e+16,8.037511048862e+16,4.812857880750359e+16,5.5159657489167e+16,5.637863528815039e+16,1.1546666666666668e+16,1.189e+16,1.1693333333333334e+16,1.1753333333333334e+16,1.1376666666666668e+16
b3351,1225302993448533.5,1501759552899200.0,1714355182969800.0,804016830488666.8,633278709600233.2,362770756716899.94,677086764503066.8,278061304952833.34,519087033495199.94,755838684139666.6,1028889551149366.8,625879499479200.0,479658529109600.0,436981062548799.94,273735872869800.0,1458282631433599.8,,,,,
b3352,222207649201066.66,134109764849200.0,116156529727933.33,233444687050399.97,,,,,,121045689359300.0,89482996286400.02,63687450003200.0,,,,37602416244000.0,,,,,
b3353,196381254725333.34,74918082193733.33,,136318884859733.34,37271043594199.99,,34753098315866.66,,,60312283397599.99,158446314546166.7,45934488132799.99,37248257551999.99,,,,,,,,
b3354,1996171344368000.0,573718267182666.8,766398378187633.4,671267965353066.8,893273942685233.4,174739292611799.97,379958290591533.4,252664245269266.7,624323364535999.9,522433610080299.94,719161782682533.4,954635915921600.0,451303493776799.94,304031540918700.0,500091494704266.56,737931376661599.9,,,,,
b3355,2003351125660799.8,1344261288617333.2,1701182063543466.5,1636801673208800.0,462766473226000.06,328391154881299.94,944509252892400.0,892469464962066.8,1050551375934399.9,1443854116233599.8,1430572504554066.8,1432593612784800.0,974428489010399.9,1050371343450799.9,479367895993066.5,608324193732800.0,556666666666666.7,,,,
b3356,5902611207021867.0,4027283634889201.0,5776511618002700.0,4675243090680400.0,6468897389971601.0,2831503455568899.5,4345176213866800.0,2149276883381233.5,2937110958387199.5,2447021878533199.5,3622733526244433.0,2560805847052799.5,3076212573033599.5,2024145984366099.8,2087152374606200.0,1942605637157600.0,693333333333333.4,806666666666666.8,776666666666666.8,770000000000000.0,966666666666666.8
b3357,3.2049935359702396e+16,2.58291750815336e+16,3.42577851237217e+16,2.465521255513867e+16,2.8940186751568e+16,1.59066741744015e+16,2.6405038071924196e+16,1.6750061253722134e+16,2.6657576938195196e+16,1.9564939275811468e+16,2.7365481772426532e+16,2.0986984818702396e+16,2.11451782116376e+16,1.8613977358841896e+16,1.8325561890209196e+16,2.1396263622917596e+16,1.5753333333333334e+16,1.555e+16,1.2116666666666668e+16,1.0253333333333334e+16,9130000000000000.0
b3359,4.617556801225173e+16,3.1634788725945996e+16,3.973186944857039e+16,3.16878468633608e+16,2.1102937662923936e+16,8105542627741299.0,1.683075658980213e+16,1.1980375470794436e+16,9938687626777598.0,1.4885434572430232e+16,2.56588248274147e+16,1.4706161137550398e+16,1.5915682634088798e+16,1.5496794372796798e+16,1.08627322653652e+16,1.09182462720048e+16,4850000000000000.0,4720000000000000.0,5293333333333334.0,7876666666666667.0,7553333333333334.0
b3360,1616930515175466.8,1032518133501866.8,1090270283610733.4,1122231286415866.8,1268761765951533.5,166729133153799.97,317983121514066.6,221853172182866.62,243518072322400.0,814876804449200.1,640484773265266.8,649477268353600.0,152251200849599.97,75102526772699.98,357689854845399.94,579531364549599.9,,,,,
b3361,3023930578858666.5,1749148570117200.0,2057267765772233.0,1312906720534266.8,1417334487393433.5,1971883067202299.8,1263793104113799.8,1237119942536366.8,1519578564504800.2,1284383230744399.8,2330064157729300.0,1159900908060000.0,656588091763199.9,913508446778900.0,1741673339444133.0,1472631199002399.8,933333333333333.4,556666666666666.7,386666666666666.7,323333333333333.4,303333333333333.4
b3362,1312451055756799.8,766268376344799.9,2071912583598499.8,647210087696666.6,580657386275733.4,1819377066700899.5,909638911343933.4,1400682826717400.0,1658455252728800.0,1031505402716333.1,1295540618660433.5,968131437564000.0,634087278294399.9,419445029444699.94,972803917451666.8,454491544847200.0,2233333333333333.5,,,,
b3363,3.5611590409305596e+16,2.7914580788989068e+16,2.6711328808815304e+16,3.1085532898171736e+16,4.0820084316441944e+16,2.1826429999063896e+16,2.59174910100158e+16,1.4001053007535598e+16,2.4340019034764796e+16,1.8671174114460796e+16,3.4707731044660176e+16,2.1117360212168e+16,2.3263163907916e+16,1.7089528067227e+16,2.2180828232760268e+16,2.2086898268193596e+16,5646666666666667.0,4316666666666667.0,5790000000000000.0,4093333333333333.5,5856666666666667.0
