bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b0571,518.3824173573,456.6932369927,522.980800209,511.8390580907,205.9427868263,131.1245517991,230.104124785,295.819581411,302.5967591726,439.3584108684,531.9462389708,417.2981874493,306.4566685266,97.5302450782,224.8434332162,257.6465116831
b1867,559.0555148917,472.2901963144,730.2004378241,484.2648360195,540.8242660476,725.728944148,579.2964779697,439.4973683229,434.2352504608,396.8086228736,457.9669620949,372.2895511787,383.1004556441,360.436408814,761.4772268367,503.2857331131
b3858,1813.1548284384,1562.6390102934,2298.9016126477,1873.8475541625,3619.7219349736,2244.1734888271,2817.5393073192,1138.8450100089,1487.693611243,3137.5663530165,1870.701544764,1498.0763402067,1416.7167272105,1585.8053394654,2657.3889435093,2646.7360817832
b3888,187.3003987964,157.7250909231,156.8038354622,170.6465477751,46.5772728674,54.0251949597,74.2394357237,74.3059752615,77.4828646636,115.4943903298,116.8251176026,98.3174519709,95.8099268804,86.6729331593,45.5010325351,43.7599167967
b2958,295.8409132756,258.8153884333,343.917927236,237.2589327371,241.8835684441,388.7261504372,254.7305883331,194.3718707188,224.0486818193,217.5451918132,235.315491281,183.1008059901,207.3988607722,178.2998953725,219.7732732734,221.283732939
b4222,1276.2519284423,866.3864206046,1332.3713390746,1082.7412360087,1257.7211018791,789.2274704883,994.6238003706,740.6459776852,957.9307985945,885.9656101328,955.8020361308,748.5815997109,738.1884531509,669.5546513755,983.0795385494,880.3764816273
b2472,355.2838718665,299.1520725152,289.4740876006,280.1535612963,275.5716352256,143.1762573267,228.8330806013,111.9093042721,158.3892146162,196.9380427198,332.8559334767,197.0678076714,215.4660149404,133.6821883527,117.9136030847,127.6739574838
b3472,599.6017131304,474.002587105,373.7269299395,520.7511781957,251.5974172383,295.3382600456,130.1332633793,127.3149196149,97.3872833155,245.6566706973,248.003805053,171.5634298816,144.4714251118,228.7416407185,175.3170306248,136.5665586554
b0593,272.3469887564,223.5519741767,191.2364203604,246.0154452561,162.0743605662,57.6732901646,141.5544615684,63.3062633318,83.9855637898,125.1828893479,217.8318573487,155.4929923101,137.2063310384,155.8938819415,60.976738287,74.9324515454
b3510,19122.1213011039,21107.2315954368,46323.3528583193,15300.8600460497,48757.2598054344,49348.9798669679,19999.6227364621,21999.3533987901,48726.650937749,8459.8820672386,34562.7680941197,11484.9042667205,7258.0689973429,12992.7460182865,20351.3520999106,19598.2171151095
b0782,943.0219198259,632.4371290596,541.6422964365,852.1202939167,450.6086788802,169.5372742832,305.7415559637,331.5261442542,371.970994147,448.8471567986,739.5894631215,348.8451493266,400.4410017536,324.9134193501,199.4298789766,223.5164609561
b2281,338.4203424788,325.7513335301,318.2615778969,244.786469948,231.5148547041,239.6874085056,402.6841600687,166.2054300932,316.6394205965,274.6715809627,374.2898312383,280.2639791241,302.5905213049,306.102604393,291.7527244896,375.5614020899
b3019,8.5713897505,8.2872151025,11.2238490063,5.1647016825,5.2843833667,1.7341770298,4.3288075807,1.6721197228,1.9731691091,7.3300978221,6.4020058839,8.7595987836,5.7101323378,3.5710448297,1.3765013147,1.8518071933
b2502,15.7148314108,28.1834742066,9.8161536025,12.7598746269,8.0759126291,0.5296595651,1.2567005017,1.7258064172,1.9206210629,19.4795899499,7.2290917258,8.6323259851,2.6789255138,1.9782864517,23.2341344742,1.8225544653
b1662,645.1171053092,637.4562487247,782.6426001881,627.3424277867,619.4053473559,257.5421513008,607.6925749401,279.9023314338,497.7227083061,512.2884669248,507.9356323831,477.8189255633,478.3717999152,277.1621223016,263.311507498,425.5716347394
b3203,4146.4946556495,3612.2317803893,4624.6802908094,3407.3315089733,4674.1763411703,4897.2448102877,4762.1682910674,4257.0518131837,4737.5161207465,3719.8841679036,3647.1380760668,2891.4091000239,3214.9711768922,2818.6142592321,3894.525239472,4379.6044748496
b3186,8499.8002035523,7727.3706834702,8543.6957678247,7267.4206485901,9940.1547264741,4750.7228579274,7394.9053596199,4335.8338068729,5766.9320886751,4840.2384067027,8846.170972698,5163.2704147276,5624.7071857611,5649.9651587858,5874.6518375234,6380.8803817893
b0398,41.8344748796,55.2879649453,41.4496535382,21.2280034956,13.9115237687,3.4299205029,10.3279237711,10.183842097,12.0469995502,30.3491105634,36.0053077405,82.46451713,12.6438882592,5.8416972226,5.0523856951,7.4249577681
b0452,494.1507664197,429.3773846904,525.81468632,518.7499257229,595.2069666786,356.9616555162,494.5444064149,345.1196869922,475.3468872797,377.9623654529,492.3751686394,359.6781658168,312.3193474637,395.9370414576,382.7194833766,387.9866885313
b0259,56.2041468409,56.4998508131,35.9436531382,47.3858735553,69.6768343037,22.5856670031,54.9444583565,19.1678955936,28.4694796668,39.396675409,71.4015036709,72.2390426536,56.5781445,52.4396310167,45.0724567095,58.442121874
b0809,432.3195495827,335.9723060704,348.4511623178,437.6122765761,235.025076753,673.3477808947,585.1958603995,395.2406956336,540.4698201023,409.178274332,572.2916945775,312.8886443174,516.282594472,534.9183457852,553.0634297562,565.6488889164
b0183,81.6880614073,87.8227300559,57.343847548,45.3523092,69.8765066448,9.3094903489,33.3023767556,22.3767865889,31.2324956025,52.0077235769,91.8172480588,79.2844890383,31.9834640163,25.3609919128,11.2922294112,248.066133251
b3891,171.4826843262,133.8410353441,122.4482152526,129.1697803986,45.5388520906,30.590121861,62.5258696469,46.4324618009,54.7251285407,91.0475924127,99.5290485242,96.8712259698,77.5775182788,40.0602967469,26.4825349072,29.5885806806
b1610,18.2010140589,6.8350322151,19.3342869696,25.7879084535,5.751655769,9.356053274,7.4524229951,5.2785181122,6.1056250378,27.167559313,17.2773583324,6.7631626287,13.8838952305,4.9793403652,8.6070197916,10.1697018067
