bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b4041,0.7167006267,4.8437401749,2.9676716626,2.2617624774,2.2417032724,0.2679790293,0.3567076309,0.2186963705,0.3960104874,10.3003424845,3.2967655029,19.877601162,0.3065727857,0.7129800872,0.5873639056,11.9446751439
b1211,117.0984309355,90.5655034295,105.0174358286,91.6278792653,87.1775616624,41.1549030818,64.852311366,39.2613538591,42.4617698462,53.8262041424,73.4444472294,58.6404187872,52.676943058,39.0082452129,39.5511298463,47.9520585898
b1277,439.3659946438,399.3146649237,377.6517780672,398.7344477581,483.4196736418,237.0061556053,313.398112901,164.2597847539,254.77954394,252.3652928564,360.9492199789,287.1012557587,286.5558377702,262.3531014632,240.2602575951,209.0364025628
b3637,783.8018671446,669.0023786475,638.0061084856,686.1273853738,813.3248693848,365.9512206832,612.3648991646,281.4521970131,426.2679356745,492.4038038446,692.9921661226,565.3694170494,492.1168079162,439.9984514854,472.1097059342,570.1414856568
b1045,291.4000988061,286.0733831576,309.2128858732,292.1443415816,280.3940728558,391.0402766929,313.0283801123,240.6511248232,313.7086617302,260.7055788103,319.7827684943,228.7810852978,193.601986859,187.0350683883,328.0747725372,284.6291738253
b0631,3265.7575521284,2625.1714826,3400.3975066926,2984.868692876,3286.9017434973,1692.7656303899,2713.7834025022,1782.2760090037,2267.98438661,2536.5061974795,3922.1052506573,2810.7906984448,2592.6999925254,2242.1298559627,2325.9998378547,2598.6474723171
b4480,72.9949681856,116.9084020494,90.5582819299,100.9756462699,40.1418244117,13.774179111,46.883514381,24.4263829598,48.606916535,65.0382856299,81.588017411,156.4129070994,62.3462796013,49.8679401714,177.847407497,31.3698084565
b2916,371.2828954981,400.876253376,402.7106123722,364.0216158715,311.2471868343,172.9738378698,285.1025944653,205.0432521023,237.0698985534,257.6422867029,443.3702754705,282.7558224727,263.8565315349,269.5592883532,216.6887642096,217.5355103049
b3259,137.0635097692,117.6218310735,110.2468038848,115.8514342231,171.2889563451,109.187644764,141.4203974607,71.6009006676,89.8281104911,75.503467574,119.779107787,62.3143119096,88.2713034848,78.9526449027,85.863340049,93.3495304349
b1642,635.0292762122,556.7922132312,710.8252528447,572.2234036104,712.2103592028,480.5578350191,688.6520654823,377.0982832449,570.2028111062,472.8692311141,555.566084479,491.5586444805,539.9621166665,504.0637003986,530.3066055332,666.1290972251
b0814,271.1203956168,193.8185373865,277.8992746901,216.1199008933,192.1362514048,83.2251673063,123.0993182947,74.3221419691,112.3579980313,141.9719288344,268.2579146302,186.9711161688,124.9273122681,145.4427957267,169.9258873252,382.0264247908
b2097,88.8739992811,83.9762610218,126.6739361809,79.2473624656,80.5189332444,22.2811131167,26.1218682869,42.1765565112,62.168519004,78.6126262144,119.0333084423,80.6601612521,55.5375686849,52.2749380476,31.699936659,29.3085682342
b2927,187.5410143235,150.5108167855,149.6557159015,179.5888634078,171.6829277743,91.4539971247,167.4360468595,58.6732607226,103.2692267141,137.3567659782,125.3501666463,113.9985172018,124.2169320919,132.5886348229,124.0410624815,168.0451113778
b1334,642.4279066424,566.5328312888,558.4616031204,540.1121291431,462.7068222775,251.7247664553,620.9953075795,261.7313705256,435.2131145465,480.0298847595,543.7444024407,457.0199468364,501.6176608811,403.6312796433,382.8027002013,470.3552288138
b3068,332.4283910746,347.4416838359,355.0660097037,318.1957120543,359.9483288435,211.727504555,360.3557827535,208.9352775601,271.8656587575,285.8422101728,301.9465459254,277.7781311991,252.254227904,238.0220124063,256.7881858862,286.4699622958
b1661,142.4435668595,130.0498304813,202.6270484013,112.415543503,131.9573772162,28.2160393005,47.8235400896,27.6124160472,23.4736416402,57.585872186,93.4684731627,58.377006338,52.8027030293,45.3407064236,37.3465986288,19.0750391736
b3775,2118.5274212018,1666.0099761832,2111.3602197145,1730.0477167686,2133.221757775,1070.8147490693,1696.6100264133,1102.4389659121,1318.9547790332,1278.1017569602,2000.061830568,1469.2975175633,1348.0767744954,1369.1120822282,1266.6640803661,1043.125949634
b1930,2230.7507553837,2135.1752484367,1762.9509393399,1761.9921105033,2277.7700004617,4654.0592077939,4990.7735764079,2520.5609555288,4505.0675306817,3707.9390182701,3022.050821819,4546.9580975112,4074.0331583195,2614.2851546183,5854.901132106,6537.3197047674
b1806,39.103817029,93.1237209136,55.5363817644,31.2190088899,61.2253201693,52.9985746623,30.2424581952,14.7955087805,13.324719091,19.8750992083,28.5975997245,36.8578415888,17.3846569969,8.3990543454,211.3043313337,6.3285900003
b2149,46.5367756711,31.249270546,38.5559271918,47.0537875134,17.7383348533,18.6888409012,31.2706306044,54.4717192806,28.978195263,67.4540823152,60.8415998597,90.4472901545,51.5711908701,27.9709574393,18.7411202025,27.4107043231
b1290,29.8758944589,105.8254717012,14.8048066782,45.9516493837,22.1064236252,5.8176946553,12.2927401936,13.2340925551,12.2601040346,28.6087699303,25.3759998226,54.002950756,14.7212868865,2.0224489257,6.1866447666,17.4228344152
b3893,17.1423198289,0.297548371,1.2379438695,11.0892388608,1.0203940542,2.8088232333,0.4553891955,0.5682196419,0.5801220365,0.3456941456,3.4248277166,3.0846614932,1.960086678,1.9981941713,10.1370605996,2.9580568678
b0357,489.7969570531,518.1536675679,515.1780751763,542.4531245782,431.2806235734,329.2179576481,401.8964891491,233.0396097019,314.8594905303,355.5944796605,478.3230098186,376.3427852494,343.5926171997,247.4563519302,351.3326532996,376.1266364792
b0917,1271.8495079991,1114.3610325675,1285.5507039383,1147.7156668394,1575.6612610333,880.3936166477,1092.1932525192,623.6394634981,852.7255613756,733.8109184184,1183.0353179828,959.4999634702,847.9976604112,951.1368924447,1093.0439252034,994.9972257276
b1003,2703.9585151932,2792.0564601854,4287.8282753788,2500.0025832701,3465.7834906231,3283.5256737594,2528.3923409626,2498.0074832153,3544.6631525749,2585.3540805511,2628.3119924716,1851.4666513199,1820.4990205658,2135.4464774968,2817.8684061166,2883.8130987104
b1602,146.171760258,108.6151199081,91.0762004355,121.7751270491,70.9398520619,6.8827082341,18.7318540826,8.2717600844,11.4252707523,43.4440815694,36.757221288,47.8798665092,18.7742175801,41.9134417011,8.2936376388,9.8197334099
b4175,131.8962866987,113.9533399494,64.3731223636,128.8008684131,30.5150390363,21.9849771857,10.9250231533,9.593205358,10.1734423757,52.3484038477,23.1150158792,28.4146028184,15.4585843263,43.090206361,15.0276215865,13.5432297248
b3336,498.7955486355,378.3963656482,439.854231284,359.1841603052,263.1431402755,329.835873301,303.1977129348,416.3853789122,535.3477227898,353.2136568206,690.9466848123,268.0404305169,306.9398882668,226.7581609569,358.6740679999,299.2391228286
b0048,415.0467458255,377.044690307,429.8561419714,382.5597436335,408.8407684812,798.7703539631,536.2693668231,403.4713424531,533.4137113934,466.1706678546,496.5539387705,509.5921428364,474.7176856653,335.0898364829,597.2515962961,476.9269182384
b3066,20.4691615744,7.1666250314,6.2904702649,8.0526231224,3.7253985344,1.469752482,8.6029857388,2.2785014689,3.1925726959,12.3177949981,13.1903198262,13.5468323219,7.236629207,16.2490601624,7.7147947695,14.7060611251
b3198,621.1920769171,96.6083723709,464.9195045639,577.7222837005,379.2002064669,161.384715859,372.7201289927,234.5627211829,241.2821495093,339.7857557504,460.9023623425,347.3656421748,311.0098660282,307.9115303912,173.92169079,230.3101050075
b3177,183.9702657579,176.3679454303,178.1283297378,149.3828729394,179.6496785266,39.8339612157,144.5000097608,67.9279412271,72.4429080389,112.4179016552,152.127075731,141.2032775633,159.4914471961,99.5968661522,42.9166206852,47.6947644665
b1651,478.6433764079,503.2446217299,529.9369868071,516.345366132,872.2240710533,645.8188965283,950.5869746004,460.5330688939,753.5698158134,549.6308478932,583.5570778113,591.9511611168,589.1925379274,546.2100799662,826.6307909746,1190.5560337289
b0212,159.2010761403,129.1096032801,149.5486224224,142.6152314643,121.6491366768,277.2072059898,203.8936694545,126.4543988276,171.530841223,142.8629566911,132.6770028702,186.7104382411,146.6575283863,123.6502483764,318.6193753925,169.6878084907
b4052,176.4799586595,139.2912604177,164.475336736,163.6943869319,141.3205404817,60.369273068,113.9237770115,98.3127239179,100.8104382121,102.5600775799,165.790219545,129.961270051,112.472229255,107.4340051323,59.5949592366,61.5064274573
b0460,711.1263433985,663.6563837981,702.709813705,701.5022784745,759.0955851992,183.1747264437,503.2216584177,241.1291223638,392.5206059541,372.4820572709,747.4124532012,369.5155899105,330.3459138524,362.9740472023,249.6643444948,397.7073271237
b0440,9657.1299492191,6855.6643466771,9149.0772461699,8057.1235596809,14451.6935530965,15543.9177204665,14223.1593356191,10539.7966424671,11784.4643015547,9203.8179342126,10413.6763751563,10284.6816011127,9231.8402865715,9417.4023163728,16811.6052844079,17618.709138448
b4396,131.5077226843,109.0086945179,113.5414406729,102.4195364409,17.0064548263,11.4202379293,31.8503156346,45.6105747526,57.8805049068,89.4559219265,99.717350302,78.2014664792,79.7177292157,28.8944953354,13.5861029347,19.3329232165
b2805,62.7774403386,25.5210573222,20.6435861179,52.8797628715,13.5784854756,36.2364458738,58.3383361767,24.9291252316,38.4144403499,52.3397636778,48.1216041372,105.4703416763,78.6450821615,47.23947187,31.5255370807,55.3191189176
b3961,235.0331874638,227.7882875664,228.1070432339,252.0864468356,157.887579302,89.9241202476,141.8175323696,79.8289536294,87.1711231406,178.1479622774,207.4665512105,154.4816048721,144.9140100853,94.7162766801,93.8824048541,101.6631109779
b4089,31.2174483762,21.1162264693,8.4781565599,43.1351575968,7.3151074858,3.8434244108,9.9734351856,6.2619784242,10.5961473384,40.8015784731,34.3666223562,24.8508734597,18.521005007,10.4821455952,24.827209505,46.2232772622
b1908,471.011075801,402.2815160816,471.0532570378,468.8964728491,452.8808586333,354.567620131,541.2874573304,323.7001572041,418.6513935149,396.0156047904,417.9305076671,404.7337789121,369.4678515191,324.9390126513,359.127754994,351.9039341947
b0494,311.3569965831,297.4652116596,374.8782444873,336.0592438359,340.7490156818,329.428243947,379.9617263982,246.0460150168,291.3666409472,293.2079777838,299.4548540933,266.2955110144,245.8510636671,208.756568629,305.315153395,314.8538583399
b3594,31.2182856284,18.8162685109,19.3185749742,31.7665092305,25.9477742017,18.2795290106,13.4558274792,16.470269362,19.2224724225,66.7806759991,59.8881962452,8.1733475054,8.1546678481,8.3919446642,8.7475657616,8.8633802989
b3812,259.907248077,213.190725745,272.1691713981,234.5076586924,220.1746449536,68.4872263585,185.1571217117,92.6844440974,159.4082405333,163.3793677445,216.6213390676,204.263488555,195.1850343898,134.0345008161,92.1277853465,132.7714546443
b3356,553.3698006583,431.4946751667,559.0172533551,500.9189025729,669.1962817212,404.5004936527,501.3664862154,339.3595079023,367.1388697984,319.1767667652,374.7655371977,320.1007308816,384.5265716292,289.1637120523,284.6116874463,242.8257046447
b3318,1430.4663261931,1060.840583303,1275.7007320455,1172.8808375385,1450.3440046818,642.9236971732,808.6836721431,443.8605096926,644.8590294755,708.1358547707,1175.9247546069,838.345348514,706.8638493867,543.2551769453,608.7687989699,874.643405911
b0390,177.732649643,186.3007503696,175.1386605868,149.3697449797,74.1068886739,260.6347945641,143.663074632,337.0065606795,373.7504418716,241.7820269302,208.3266325587,236.1752772378,216.3609897053,242.2871789051,296.863384966,160.0332348956
b1217,489.7062942379,498.2101220448,767.288800991,348.6703218436,895.0860725546,632.5096078542,674.1516529587,304.878021856,532.3372275858,525.5201066528,504.9492385836,552.1542541453,507.1744358586,433.2752388736,502.1420162851,554.3748782017
b2782,227.4141436602,86.8024414113,90.9685272316,172.6825783884,140.6731891538,169.5615574172,102.5042475316,71.004683702,161.2985094347,71.7853814099,208.3345888457,137.9483866853,65.4638026059,265.6836373071,36.6556158051,195.6510258194
b4397,589.9594218714,504.8857413529,537.2416960802,633.2751704043,578.2417625531,637.6459810829,537.8260859402,345.6841590701,339.5231360777,360.7617631016,492.3120314605,403.9563414288,363.6652810373,296.3879063158,490.3199608377,438.1270399364
b0835,316.7353993356,257.5578763055,180.5344838622,232.2145523328,86.6714402003,25.3031204774,123.996795181,36.5636554007,61.5339143107,151.1435148781,222.6381833448,139.4389965207,159.3511120904,77.4474367668,25.1668536186,43.5787096879
b1071,200.1217593087,131.7844494351,127.54785583,171.6058108317,274.6480405232,263.9277082012,428.774893742,212.9801202584,171.2119490618,288.447292199,457.8626977585,371.9422666525,278.4053698772,201.6982424472,403.5360163236,544.6037648848
b2988,83.7758390895,68.6769576928,85.2454913115,67.3402060598,35.7682345293,0.2493110057,3.8327759292,0.7275679178,1.435879246,15.4893097627,39.8582243683,7.2326601856,4.7413977964,2.7578384551,1.319437095,1.4806573689
b3032,262.3607561923,134.0613909156,235.8426185663,211.1147843092,199.9447112745,433.977124795,305.3457945779,208.0621306408,267.4597722434,185.5131729725,173.9557653019,277.8437730904,221.8999161195,156.8265461892,267.2601943509,133.9698619414
b0477,133.8161654502,101.9349228294,78.3669168196,108.1396125464,38.570957851,13.6776866405,39.2144267635,12.4242944163,18.114311512,48.2385707002,79.592914077,44.7017618028,46.8325344731,37.1477673523,18.0010021645,36.3232332939
b2168,47.8270524884,45.9526772745,33.8906291358,55.5059179888,54.0312275634,15.8285363112,44.8199001828,20.0502107042,14.3279777682,52.3538759511,53.5732649372,33.3746964512,30.0584760573,13.3874961595,24.4834356733,31.1974678102
b3028,268.2452329047,210.9350396567,203.9296511639,224.0512688566,167.1958230186,55.2581510973,111.3582408869,60.1551157057,119.1702827306,130.726834167,364.9218239325,186.9077528325,107.848502861,180.1099214321,194.2984746915,196.9836821393
b4056,199.8392555644,130.7335998394,176.2029281561,166.1785780173,120.978655283,151.7864502947,170.7153998638,152.2495170745,154.0290675859,119.3580666102,172.9582968239,61.7700142671,107.7935725161,84.5401755244,103.6843766723,90.5594931826
b4168,1013.4703991168,778.7506584513,909.9899137137,852.5306000809,754.7502840583,650.0823961963,713.9973216665,677.4153587466,699.4307437989,741.5799971598,856.6681137579,707.0926299389,626.1627623778,591.0865461954,687.7941572318,560.6678322098
b0493,34.6078382118,74.6029741979,50.2781316893,29.0503906854,31.7293057638,8.2154395785,21.4754464255,15.3872639052,15.4994166829,43.4180505089,37.083611166,53.2733759927,31.5389356851,24.7611515281,41.5343908484,29.14091498
b0710,249.4798138038,266.5563613437,267.2247760115,181.744778445,75.4175807347,201.1931962608,196.5710522554,128.6591938005,263.3955089049,145.9630000738,173.4844558239,111.1543488389,129.9344405609,112.7507862028,177.3929599577,158.2711631753
b1100,247.8896097388,195.560545958,200.4378855173,192.3205699099,243.630926862,75.2464009909,139.8166148682,57.1988833815,87.7646301129,102.0468782629,161.6722408199,107.14224622,107.7480218724,77.1143763102,82.3689380902,108.5672014833
b2175,51.4274673376,59.5067904604,22.1948023713,36.8730229825,36.923817214,32.3124437727,57.5874233043,31.8644329264,56.729435057,57.4658376599,91.6043359524,84.8338553198,140.8365842888,74.2292490041,38.6532157953,58.0222839048
b3386,524.082886542,246.4925803319,322.3305723679,455.6373147772,141.7508217239,68.1836149183,181.0356887256,132.2671940547,147.2528173031,243.7703105536,395.2598909093,232.3894643223,257.5023069699,260.0270972346,72.7009360921,106.9619184481
b3611,34.3717135692,21.6291698838,7.914644452,19.881674145,11.5803510119,0.5253589228,1.9416276661,3.7016206727,3.1616406658,20.5772975471,18.4176605735,7.4259429466,1.8216474811,31.9978033802,1.7786767729,107.0661416061
b3669,68.8113782323,27.4149844186,30.3070267915,57.254968599,39.4148162119,43.7866363319,47.6423616949,42.9443274803,44.6761591017,50.9070680592,83.6713127743,87.7154571792,58.6217812193,59.5174348812,77.4120093725,105.0369630706
b2811,250.6085991311,197.6121518813,290.5735882534,252.2822554895,241.1946208631,174.9699458492,244.8177044716,171.6709976508,171.5432400958,160.3979402482,241.1333996685,189.8384283281,181.7161718777,150.632372172,190.3229452708,232.0358763248
b0417,48.3719380223,18.0911577281,31.3265887799,88.8584759375,9.7791635752,7.1834288899,10.3952535196,5.9771481827,3.9191376971,28.2410939717,30.1792821118,9.1304988499,21.9763990782,32.7716098185,17.950896347,28.6841159653
b2946,265.9863736304,199.8636492533,235.3690913823,254.0274706279,232.4822512947,96.4384436206,135.0718178694,86.4298370525,102.9033599962,145.7895461915,233.321484185,152.9762422562,123.2311415979,109.8897430725,114.8229081147,143.1396521025
b3304,5223.4183884514,5081.9712801242,5230.4127193537,4980.6584191632,8819.8785082463,3327.4922747212,5547.570733808,2578.6756052383,3645.1116050968,3450.3024784173,4811.7206401543,3551.8379186467,4618.3151720607,3090.4861065049,3405.19446877,5735.1198556332
b3687,586.0448019143,480.8892044214,473.5429611061,575.1354992462,594.9039873315,331.6180901214,649.2739872731,211.8232271602,478.7878393685,475.2782336505,561.8828122033,420.6976588983,506.3026180544,347.1555716638,391.1361166443,599.2726423506
b0852,49.5039233937,41.7364692254,29.8984214532,41.2605650579,31.9647367058,70.6792139685,27.0774095203,16.8440556547,22.5056181196,73.67205889,54.2912252315,45.2052138459,47.202437478,43.1474286554,11.3132502686,59.4250764932
b0182,29.632850179,43.4426248224,29.8169973733,24.4205221613,8.3525980823,1.3952162439,8.6613798864,6.9624943171,13.0549148168,20.1487399306,27.5397043804,24.8724380075,29.692024677,8.4997599793,7.9211200005,13.9944076118
b2580,201.0380320274,175.9440470556,172.8536054268,164.9126377236,181.9330086685,87.5739094272,138.4638540641,82.2954324513,122.8483441986,121.9316239583,173.9522049462,133.4624017258,115.9700076693,92.2994453958,109.2872265355,105.5288448488
b2741,96.1035610031,73.0755125062,69.6460474968,28.6567994995,70.1848370496,27.9389789387,102.3563865631,42.7291313594,60.0560567853,78.9851994678,61.7564924002,29.2416943007,31.1007702968,38.1966632944,47.5119319343,75.6786134213
b3129,259.5660610265,235.4442381502,305.3494319919,244.3889543975,258.1768300047,308.9323975827,356.3029790515,198.4015910966,339.4610747975,214.7862038548,211.6320908611,235.5189190272,249.3075275767,181.4915379394,218.7482405483,242.1321600495
b3551,9.9713416235,9.438247958,7.500598388,2.9322323694,9.2643366775,1.0186898773,9.7115664302,2.7796490523,2.5687437522,10.5986254347,11.3354236873,25.6856682702,5.5730150961,3.3290591152,10.0909636811,60.6083607152
b0925,65.1990000659,57.8886561559,77.5033677707,56.5775453276,61.562798981,46.841437934,58.7647877038,23.6354402484,37.1908072646,42.6624668001,55.2486790613,19.6276093331,24.3583823489,39.1742174526,46.4368647561,46.0847010128
b3965,144.4835919783,111.8698815127,98.0246136103,110.0191114145,48.0369626773,31.6801454615,64.6004389225,21.7788357064,52.1829319503,77.1600869023,98.4428303759,88.590325121,76.8365236694,67.2317929351,58.8065639835,92.5594145508
b0467,8.3732850998,8.3779907979,5.4394539947,12.9283143552,0.7043673736,3.208607025,2.3493918439,4.0590667767,6.8996635841,13.3476405951,16.7969989479,5.5000991225,8.8162841045,6.2274044422,37.0839147128,20.9844961435
