bnumber,Chemostat u=0.21 (1),Chemostat u=0.31 (1),Chemostat u=0.41,Chemostat u=0.22,Chemostat u=0.26,Chemostat u=0.36,Chemostat u=0.46,Chemostat u=0.51
b3230,15984.0174370144,19477.4806566629,23647.3603691957,15824.0503234058,17776.0857662278,20843.6040646623,25131.8188769042,27066.1461495433
b3231,12019.9458640787,14623.2826126893,17652.6447415444,11620.6052548684,12371.1383166157,15397.3012602188,18949.7835449644,20281.6635878326
b3232,,26.9639605141,23.9754035509,33.1367546296,35.2525795458,25.3641570151,27.4553149765,26.2332936284
b3233,3424.8185728296,3523.0334154909,3610.603676658,3352.0234217932,3362.0098978804,3464.4262457102,3615.2283386699,3444.3540350696
b3234,452.9436272296,458.1034606485,387.5985601489,482.4059475429,455.3659395467,464.5329144541,404.4902028542,341.5403318425
b3235,,,20.0631317877,,,20.988084975,,
b3236,66770.9939062788,65653.1424024065,61969.9476727993,67895.1455473395,68915.4880074987,63321.0002312098,63981.6917451461,57007.8332147511
b3237,187.4653690999,187.4199350268,201.4351290065,,,377.8434511698,,230.6185885687
b3244,55.1114399778,56.2797602491,53.8462088815,75.8714026539,52.194271907,73.6755103535,51.1016531773,54.8723663336
b3247,,21.8676160338,21.2315796212,21.0826072334,,21.9275381817,25.3874225643,21.0122920696
b3248,,,,,,,,
b3250,,,,,,,,
b3251,2913.5799895297,2939.1630040963,2738.5478150335,2830.7023020484,2982.5547676047,2898.0966838469,2895.4553618247,2920.6679475408
b3253,697.1686785707,518.8848516448,426.828146813,687.9022477045,628.3052326361,484.5662153932,357.6581794964,288.992936836
b3255,1192.345796677,1249.3655874768,1162.0807049395,1187.1067344815,1291.31546506,1228.671592516,1187.1131649572,1140.7504031963
b3256,1066.4535634197,1139.6669812686,1228.2265337055,1081.811706901,1129.7413122784,1204.6657967437,1254.2872661688,1280.6579705443
b3259,,,,,,,,
b3261,609.4401726305,974.6404698512,1329.806366384,683.4335034608,957.626800474,1282.3319691585,1536.2094162023,1600.3569556933
b3279,177.3097219563,182.716242818,185.7532075522,193.7579467788,,,198.7259143712,193.7385004721
b3281,,77.9278730054,,,66.0450895175,69.9239898705,68.6225257862,
b3282,,,,,,111.7572195128,,117.7128845636
b3287,273.1465732518,269.4984129409,272.6325459,211.1321208792,223.603988747,271.0558304469,267.2525514946,275.6432537528
b3288,318.9826368481,357.9312938808,325.2416447009,309.672854421,305.1953282712,312.0664031876,332.6595567136,300.3157305546
b3291,1097.7069948073,967.0029343159,935.7380236761,1062.8586153409,937.1537477448,878.752114731,860.3341129727,776.3090841473
b3294,11854.0478027769,14452.8005796094,18107.1990486187,12594.8273684975,12888.0490186389,15949.5749287448,19636.1626661852,20278.2294340152
b3295,10188.4291278898,10536.6291077958,10731.0256111295,10011.3726600936,10061.8158018655,10322.696971884,10620.1061097003,10621.6665823234
b3296,21296.621094666,25662.9444738046,30603.9841334867,21343.9066742917,23363.5467178587,29009.7261532894,32836.6402533046,34332.9055426125
b3297,6963.2115061008,8174.1252651269,9734.6664099359,6955.6593608413,6889.576396676,8644.4529766632,10101.2813801122,10812.0038584066
b3298,16658.581381969,20396.6891857505,24363.2547098898,16592.1067209219,17701.9401268407,22031.8205500861,25147.6772001875,26548.5491715803
b3299,,,,,,,,
b3300,262.1398583682,274.1555827037,305.5079810905,270.6943378202,271.8931353457,302.6549771806,352.0137598835,344.8532702855
b3301,13220.7853903488,15505.6213933143,19369.7640454868,13074.0910683569,14129.3171050307,17392.6619487905,20874.3606522053,21850.101895954
b3302,15156.8961670711,17131.7346644036,19588.8101525842,14599.9559858604,17105.5381456489,19168.2672435698,19767.3243188824,19575.0480536417
b3303,21847.1926249721,25622.8872175725,29869.059654716,21246.4589692163,22924.9743130998,27044.4641942845,33424.5117660613,33769.2186356905
b3304,9661.2231950457,11541.1058674272,13382.4569248357,9479.7455976543,10570.4292185178,12530.3930150411,14415.9414787517,14960.1695724443
b3305,18229.9477004853,21936.4429895652,26102.4466188928,18070.7004194046,19834.7884313588,23527.2733810136,27452.3641314678,29078.2049783821
b3306,12921.5905563599,15082.3782479418,17823.1192242008,12994.9057521089,13769.7133887094,16086.5458023401,18646.0887051414,19613.1298042104
b3307,5524.8664846259,7278.7527483252,8557.7294566712,5864.0229194654,6114.1859214531,7406.0645485713,9016.0061514583,9493.2231239742
b3308,20183.5183844306,24323.0040000404,28575.6482494587,20160.8133608214,21975.1478145932,26952.3541377689,30607.7371159169,31919.7353430638
b3309,13496.3031332407,16357.8694775904,20674.6820956859,14188.5484440514,14541.2402546028,17956.4757783959,21613.9880296214,22580.3710448302
b3310,8571.4177385363,10771.1032526312,13353.1618323467,8767.2389733893,9698.3558680372,12082.5963343102,13724.2082806086,14101.7682973527
b3311,8472.3809385119,10088.7920880545,12803.24278089,8741.2235893319,9493.6606248391,11372.3873188691,13603.8633627576,14399.8764937759
b3312,16775.9822321513,20029.7902809542,23269.1043554477,16401.4603499095,17529.0203415147,22002.1671926305,25012.4822405556,25748.2239745154
b3313,9021.3013744933,10525.4570449409,12768.0440764835,8909.0865286287,9534.5468513181,11385.0004034506,13565.9181407384,14365.6108505156
b3314,16364.3815922636,20136.5016699999,24491.5936069919,16579.0963623647,17585.1690404462,22066.6219090202,26388.4992629415,26980.6800023569
b3315,20437.3844615101,24641.5313319007,28324.6345222922,20262.2414430616,21536.4819251602,26756.3911680301,30837.4149494884,31736.8919578472
b3316,9248.3466432596,10988.566686474,13108.1784061811,9519.3035804369,10231.4222251444,12424.8151482752,14351.7309629172,15112.9617381839
b3317,11476.4532661465,14121.2207206603,17284.1660734626,11453.9498455033,12486.8164195516,15799.4058191458,18429.2522377817,19248.878598976
b3318,2959.3624984194,3575.4907415276,3898.2135539481,3465.5743185619,2950.8019579376,3921.2861454611,4445.3149634779,4475.2205412409
b3319,14962.4757300409,18206.624456587,21588.0207502354,14849.8681504377,16466.227422887,19780.3835571369,23371.6953308796,24112.9347922451
b3320,12513.1668659796,15267.9816963787,18028.8648563423,12498.057904569,13313.2610575146,16402.0045010916,19547.3775714449,20038.6860411798
b3321,20575.4451146204,24586.6613508034,28311.9295053838,20628.5131873616,21864.0156623388,26049.5141317828,30709.4620236332,32244.990109789
b3329,,,,,,,,
b3336,7778.0268255885,5203.1342005614,3741.502914319,8155.9405526738,6253.4695545629,4040.5108227469,3083.1742409868,2397.3825636881
b3339,100088.756335663,107791.185151339,109382.508320231,102356.309067839,104615.539467107,108721.96354798,109400.702841334,110101.697433155
b3340,15321.1243895576,17577.175617774,19212.569172411,15274.6317588147,16185.4495037413,18077.4939063637,20681.1942312418,20008.5265456338
b3341,22458.2773276792,27481.8542011226,32064.2479677449,22653.3028230993,24345.2829125723,29837.8616926654,34070.9481692771,36254.4973978077
b3342,6062.8221282306,7298.8888137243,8552.822487849,6223.9647683901,6648.2099095852,8028.3735742009,9067.1929701687,9671.9993924518
b3346,277.6628516862,256.3972878149,215.9090722747,268.2418772177,247.823161166,257.9165316018,207.7891177155,193.8663844577
b3347,2139.8389710865,2172.7526626064,2258.9634826114,2166.054531942,2172.9371746555,2243.5674272308,2278.4249229514,2410.0950292962
b3349,756.897381887,743.3622872152,805.213118602,718.4985281877,750.9904660727,746.4493278845,726.1469677546,708.3560289937
b3352,27.8387535979,27.3898728661,25.8300083138,23.8783882755,20.2867070862,20.6376503637,24.6573807425,34.5687484609
b3356,251.284763099,259.9734952906,203.8876566311,203.6477629787,225.3630654147,206.2952390511,192.7955356411,197.7370108241
b3357,9933.4297020458,8931.5709359847,7237.0523112719,9621.5768286416,9238.3373012122,7516.8485560318,6284.7638823437,5776.2876669449
b3359,951.887025033,1139.8313109913,1230.881407482,982.666068498,1044.7986567568,1065.2294585608,1362.4314641728,1456.339795974
b3363,808.0433167109,627.8618893074,487.8482355174,606.8553009586,630.5071211262,600.736013482,471.8935227699,533.6364268475
b3380,448.7165229765,,,,,,,
b3384,1338.1553058708,1336.8701243593,1338.4083351903,1358.0428385569,1391.6389571578,1354.5460314949,1439.337510258,1525.4293725485
b3385,137.0223424345,140.7933467957,145.3111380849,137.2036682022,,156.1810116063,180.8056711598,151.5891944157
b3386,734.6083455787,728.5962422463,690.971208936,756.5783494026,708.2486747918,720.4097318305,621.6398034648,538.7319217916
b3388,303.3885390174,278.8686707816,274.9651823835,297.7950638186,296.6983816655,282.188490861,288.4340861217,293.5276801917
b3389,434.3569962469,410.1323004171,373.0399066319,445.4581261148,400.7105700197,364.4729703962,338.9388721605,316.7068149996
b3390,405.2262744314,477.4951367131,496.8627409316,413.5856708914,466.1693227351,494.8750622267,530.593476787,569.9346965767
b3396,31.6148315773,25.3729802792,27.5259764285,,31.2269509422,24.5718827973,29.8424500178,27.7696877701
b3397,,106.8734693774,,127.2935025338,113.9765304679,123.0205005942,,96.7117008625
b3398,,24.9403129924,20.8024696564,,,35.2339328828,22.3746804835,44.4963953931
b3401,328.1054614952,324.6298914485,273.1115332771,305.1752571573,341.5380729877,283.6157197334,298.3834179007,291.824700264
b3403,11088.8098673547,9945.6273684569,6431.1875014696,10183.7231613962,9434.4468187847,7162.392575499,4489.6352169917,2753.8965611573
b3405,1353.3797072388,1339.3752876945,1020.4490302574,1697.9501335653,1478.1961815055,1146.2788248572,895.3231171213,740.1999095974
b3407,232.5007774201,254.0554635744,270.7327395769,239.7366589695,219.3279060528,271.3147626907,306.8900654401,317.2804441738
b3409,,,,,,,,
b3414,2325.0306170207,2202.3075252286,2314.0214689156,2185.7421347082,2404.499723298,2128.8606480665,2121.9547645208,2144.6087081731
b3416,37.793274947,38.2957501853,40.0363642089,66.0304438883,41.8243128563,52.7935243329,,31.6230867225
b3417,538.7636884891,554.5332138624,622.4350396749,543.8790745464,550.5855376092,617.7930800538,633.807230051,564.9581255463
b3418,90.286068882,196.3322276125,48.3264864214,339.5470353366,479.1566453822,271.4291539086,,56.9511507881
b3423,44.7029025324,50.0259870698,,48.1636003656,24.2891853044,42.7279314698,43.9716998025,
b3428,114.4399263352,111.2136178886,97.3472986978,132.288382229,115.7633621668,94.3807316116,90.6438018375,83.243965961
b3429,308.5140090296,281.3986102091,280.349478769,321.6645999165,302.3017848182,275.7992408432,274.8742879355,247.3225199268
b3430,195.7271873515,185.4522212799,185.7999193291,234.3879567004,206.0180054159,204.0557369691,177.7651839899,165.6909437811
b3431,32.8252848149,,,,27.7804391923,,,
b3432,,,50.6237384207,47.0915506555,28.9395018493,35.6760673441,42.1539193084,29.0898173395
b3433,4420.2326921361,5216.0315590045,5879.3558602271,4578.8184793627,4765.6105501777,5499.2641548602,6778.7051783112,7632.7864808901
b3438,,26.1337549123,21.5686364748,,,22.210592299,,
b3439,,,,9.9839768828,,,,
b3440,199.4671041978,195.1885859914,183.2677893144,208.233401144,194.3108520996,195.7203963309,213.7078074332,192.4773366776
b3447,,79.6110138254,,75.6242441884,,71.7648270707,,52.3451170309
b3448,124.6639118815,89.50130482,88.2683111209,,,,72.1754540503,71.6099553261
b3449,,,,,,,,
b3450,,,,,,,,
b3453,1002.4880649789,605.3848814092,293.2048190076,969.7314334085,694.2502066814,405.7180621024,228.6656854761,143.9155704324
b3454,266.9019152429,294.4408802488,225.6373649721,260.6422680917,258.4117537375,289.0120732194,222.76741854,206.0344338459
b3455,297.1844183042,314.5126903881,272.5232449855,302.5831968806,317.4092750982,317.8078560965,275.5766135504,262.3971298509
b3456,,,,,,,,
b3458,1167.7122554755,1515.2003604164,1350.4726189482,1155.6030204841,1363.0880693596,1378.6238659996,1274.9744603424,1366.9803508018
b3460,26088.6735709402,24080.1130463337,15774.1890890077,24627.0730622136,25640.3580139952,19863.5403594442,12734.8451157501,11302.438288944
b3462,49.8344724397,49.6730293395,55.4492591915,56.9936297586,,65.6867043695,52.0991245291,49.2091274651
b3463,719.7409761821,620.2842577662,579.7450633214,622.7165012801,687.7485315253,587.2941135228,606.4885910359,572.9881862258
b3464,347.3169751571,330.0844833215,315.5919267409,332.9316118509,343.9789118814,350.9222899415,327.9833873585,313.8882427108
b3469,212.498086414,178.9748731675,210.5454696493,421.3618074805,212.0063005229,185.5622394415,538.8878377422,549.0645750969
b3472,1517.8365357994,1610.3264944946,1571.0112681624,1485.5699065297,1480.919357138,1425.3021680228,1468.2555604141,1599.3923302404
b3481,,,,174.0983922244,116.0043986732,172.6530863725,144.8920035272,
b3486,,,,,,,,
b3487,248.5091402879,289.3825101123,327.4720194791,258.5914587492,296.7091922156,324.6432005494,299.5693388038,309.4448953214
b3493,94.8349273242,116.8918469323,124.9232636913,98.896835269,116.3682977463,112.9617776876,123.9744997586,120.3449920402
b3495,33373.6930967259,28431.6096360342,22913.1173335451,32446.9070258097,28301.8662837261,24728.4020322129,20834.8840058848,17046.7730836868
b3498,518.4827772393,482.197023958,491.9087776471,468.5029049575,458.8524327815,496.8077549771,497.8799933331,478.9092191801
b3499,,,,326.7642438702,243.451377129,,,
b3500,481.4699801241,448.150735741,381.7312630925,439.4011860097,434.8533525863,411.4796999904,388.6674333904,371.8496629302
b3506,1159.789285464,878.1925727965,947.7533222005,1100.67023972,826.3717042861,635.5028021625,994.7188526351,888.6984290684
b3509,1004.6677516591,,438.4422154228,828.4249272917,742.1351939097,502.107883951,489.746540814,436.4311462482
b3510,2412.2403665884,1458.7036888058,1072.8961139653,2148.2032071922,1619.7331297086,1276.2225980081,1094.1944773295,1015.7289128868
b3517,,,,,,,,
b3523,32.8453694669,42.8118857681,48.9308869146,33.5979856287,37.0134046998,43.6364506446,58.1008775366,58.3501943397
b3526,35.4504794382,,,42.2956292896,40.1369615059,,,
b3528,1212.1331816221,1134.9793365293,541.9275627717,1015.871836632,,575.2919823886,,229.2068443554
b3530,,,,56.1436591594,138.9490351952,161.2842632693,,174.3545235064
b3540,558.4153619936,637.3608404451,525.1628855956,578.1418868496,596.5632234141,648.7121425753,514.1277283064,471.7727078311
b3541,492.2042478705,496.4030136395,464.7966685549,471.6456726556,447.6884533591,471.3296219492,409.871546864,392.1716914248
b3542,,,,34.9167065897,,35.5523337062,,
b3543,,,,38.7232922506,,38.5338935609,,35.6241493059
b3544,15422.7304353648,14251.2572419759,10080.6458875514,15480.1405918184,14827.4414475501,12199.5217227658,8232.0568355059,6306.4201850259
b3553,369.6277451272,428.8599415262,445.6208243815,368.7948733806,385.6952051214,429.0653923936,449.4652210193,475.6290670709
b3554,539.2370876857,475.8017419067,543.2700069143,581.4592968469,508.2478447183,520.2816251575,552.0025552935,541.1473576209
b3556,,,,400.3650394641,463.9714877311,,588.8167949132,1513.0132759127
b3559,1817.1730491537,1886.5707185062,1979.6404669984,1874.4312707867,1832.2656875539,1957.6229177609,2000.893849925,2025.7778840413
b3560,999.7059520114,1108.5955243687,1101.2335217114,1099.0918588136,1027.3570967672,1129.3994071741,1168.7620596316,1167.4608528633
b3566,126.4731877559,,,84.8671164515,207.5090265163,,,
b3572,85.1286450193,86.4647344926,83.6166968959,84.5103792456,92.9263601592,78.8761326252,74.7817335273,86.1554868084
b3588,1239.197281366,733.2566894345,,1140.572855813,980.2683830163,,,
b3590,68.7214016559,74.5578520947,61.7221727889,72.1697551134,63.5043391897,66.7041285228,70.9853992402,60.8940443114
b3591,31.3354319515,33.9619485568,,,31.8170490063,,,
b3592,330.2136013624,304.8852942773,268.3110481692,373.0082175316,301.9772379539,255.1710746509,209.1937398783,207.3786955431
b3599,865.9235117703,706.1168220226,505.8368855854,874.4098902629,785.6218652431,653.0800849624,458.5901626499,372.3882598486
b3600,518.5119045424,394.5640004879,301.3430413232,546.2745115066,441.5121979272,364.6056262011,282.4003623356,245.5791968542
b3602,415.9368960837,438.2669788561,510.9048680287,427.3164604902,462.8765294458,468.3094831689,471.5614921751,512.1425561903
b3605,146.2819299711,129.7994070409,106.8501797361,166.8819269385,147.8296358941,112.7111753408,,77.3599129761
b3607,284.8952521527,245.5573962958,233.0966108415,332.9771459039,261.6858932463,260.1950630882,210.7736616564,193.1263845878
b3608,417.232764017,355.5024743497,344.0788717544,431.7556045177,,373.4244001679,333.3724146528,290.1442615246
b3609,4841.8498488159,4884.4462451016,5359.4618991605,5170.1576035228,5014.1287492262,5098.1362689029,4997.0168353643,4634.723333125
b3610,3340.5489409565,2598.7611387448,2227.401656916,3199.5682480702,3249.5652760259,3138.3334380669,2063.3120719322,1754.6469930046
b3611,2045.9905095703,2312.3137661034,2461.2469873192,2121.471751611,2164.4950617891,2470.5456761575,2564.3116225133,2392.2281304215
b3612,329.6445780789,455.6166383034,642.5378726625,372.0640383298,409.9279983493,562.4088981304,762.4670418001,795.817141049
b3613,34.2476189883,49.5243990236,39.0893171398,41.3676921154,,,,35.7124347386
b3616,,95.2789433642,,159.0147645114,118.2530273999,,78.5929116989,
b3617,52.2118494162,37.7201450265,39.7187963392,,,38.9554097532,,31.6689392998
b3619,1981.6338455095,1941.060149077,1898.6795968269,1983.4506232917,1928.7950505091,1757.5893792365,1882.6752186863,1962.8692141476
b3620,,,,,,,,
b3623,,,,,,,,
b3636,5830.8154923151,7184.2072693438,7635.7326825346,5698.5519137048,6409.9836779193,7800.5105656278,7863.7067596936,8712.3294135648
b3637,11882.0516297131,15311.2283161566,16932.8821706557,11896.9282013482,13337.4074321195,16176.9723188632,18908.3856654627,19783.0766211593
b3639,144.1999949153,127.5875491467,116.2842342711,142.2938270886,102.4998251409,118.8432052766,111.2319248729,107.8381715193
b3640,,,,,,,,262.6055999764
b3644,562.4268954748,528.70260451,462.375002906,552.0732059404,556.611882624,472.4627201885,454.2631297898,470.6052009359
b3648,167.2559017484,119.8097049524,143.3615127123,132.9514998362,134.8270348141,133.6127919568,156.1333926816,163.8180039703
b3649,3463.3428676014,3389.6091799853,3493.1648727159,3405.7301216867,3153.1971164195,3452.6669336426,3502.4673940609,3539.1120957015
b3650,,,,,,,,
b3655,20.2119827701,,,23.556604041,,18.4387054425,18.6824638285,17.2956842612
b3661,1081.6570030544,1427.5263370915,1741.9912930549,1182.5828308314,1195.6194008659,1623.9336432762,1814.1155164819,1928.4083148307
b3670,2093.5939869451,2237.718788306,2301.0379457651,2180.3606803536,2191.6240315663,2110.8924016923,2308.7748922889,2214.0569050684
b3671,2470.0166862548,2816.799952075,3040.8535707307,2433.3877898331,2758.9354931451,2898.9861554002,3052.5010857127,3172.1455422632
b3687,,,,,,,278.0831937062,218.4616847638
b3697,158.3941018686,139.8880344783,212.6094559248,133.3973316975,129.0678884458,133.3624231368,168.8473502501,171.8287787438
b3698,263.0928150725,177.4845415487,180.1760975901,234.3117723002,,172.3677320801,168.4678337463,244.4790146379
b3699,627.5806608382,667.7202046183,709.5309130077,616.3043137239,654.1193374123,657.8072023935,756.9115090928,755.9094843372
b3701,222.2658351823,219.5887789717,212.942387863,222.8670728967,231.0305131822,221.3167321904,212.9694842781,194.1611363771
b3702,,,,45.6283546745,,,,31.6929449312
b3703,4725.993112659,5576.176821641,6433.9560738727,5038.9245023866,5759.0157658952,6801.3108339563,7579.2375190265,7696.9637375462
b3704,,,,225.6117429385,,,,
b3705,504.4130502532,566.8629285871,595.444804778,546.9145687203,602.9889046211,641.6286578013,701.2022989972,605.1802981663
b3706,,37.8034473401,,49.1689407133,,36.6323363027,39.0997982535,
b3708,4590.6669333353,6490.1495510159,5291.3984831479,5456.3478080853,9537.3725266397,5057.5367081569,2293.6186814683,6182.791216195
b3709,,,,,,,,
b3713,416.2102588734,335.2898916783,268.0070463932,419.0735912093,389.6701482618,282.3557655007,232.6470026739,244.8354307763
b3714,,,101.3335885648,196.5435197111,107.4672992987,,107.7310142348,223.0449723025
b3724,68.9556021903,73.70474214,79.8725558708,71.673192864,76.2887098995,89.5112826854,61.0888336908,67.1865530341
b3725,85.2544963989,101.6840307253,91.4853525753,94.2762848545,94.8651386471,82.2072299069,79.7131883147,86.9708152252
b3728,433.0961441046,445.4994468138,391.9278285949,421.0811095017,454.4901546811,447.2184536164,343.4254094207,314.758746642
b3729,1096.3282758117,1162.4075711793,1146.3817754118,1124.2022070141,1172.854151833,1147.0682779981,1206.791608368,1212.5023518745
b3730,113.352854722,127.8515193059,135.3547499907,111.1448697265,147.6143130561,149.1348550565,167.8488538214,170.5779609259
b3731,2130.7211133944,2394.2295724481,2385.6400434298,2217.5585711221,2221.7275289155,2351.4066722829,2377.392664777,2163.5392864145
b3732,17910.5737752964,19686.6374719582,19278.6726347227,17781.7633461689,18609.8433912521,19444.5102132479,19223.3451523143,18474.4144993699
b3733,5146.2391198934,5928.2615645314,5608.8886042933,5430.910863104,5527.9804530012,5903.1502978716,5574.3586723537,5347.4664474757
b3734,17622.1826272803,19124.615614035,18366.9158522298,17844.692027528,18235.8289033632,19160.0109981368,18634.1199731002,17633.4920328076
b3735,4302.8593557634,4704.9469236506,4208.9343520348,4222.8813400138,4326.952343134,4507.7431320388,4477.3588342723,4109.0364242637
b3736,7689.5528591316,8442.4270550196,8536.6157898737,7785.4645383883,8003.1216380694,8596.0501392371,8455.9904476776,7857.0569275453
b3737,4529.5886234197,4982.7681604178,3717.5865475227,4634.072925489,5033.4424229442,5128.7556971235,5247.1957473304,4399.4638697271
b3738,592.6131905619,676.6476078522,619.4202028431,570.9259940381,539.8529811358,656.8698515693,653.7820756706,604.5851290689
b3740,128.0898831659,144.2464563667,114.0711617362,100.0410231833,,,135.6947074501,129.3962407648
b3741,,36.3858998289,36.5974965317,,58.1004749524,38.3880223634,31.3729946942,38.6136029331
b3742,,,,,,,,
b3744,234.2378640936,319.4626766782,437.4264649019,233.2835412411,296.0573222269,377.3950760754,452.1806620563,518.0712912387
b3748,,,,1418.2536265394,999.083821024,,543.4838480726,373.4323496819
b3751,15085.2715627445,11436.1282177083,5712.5999401574,13149.8795987166,12934.656724092,7549.7159263896,4109.9494351439,3089.9987798184
b3752,77.9146822363,93.5302771907,80.1071268819,,,44.8373076006,,38.4805449475
b3755,64.8815670852,,67.3784951586,63.2764298022,72.1577590345,65.1825490195,93.4924484918,117.101258798
b3764,4970.2719312037,5072.6839078406,5154.7281843695,5070.0516557216,5461.1202557711,5228.3638906824,4866.5207980559,4705.7306948796
b3770,1126.2984548267,1412.7228644098,1607.6942248074,1237.3814552101,1172.0185311712,1586.5519566782,1775.976039063,2168.4745956317
b3771,222.496465055,246.7645328821,287.5046018753,223.8377324557,248.7602099871,271.0140320818,307.8308543504,344.7257608181
b3772,88.3369912743,99.0504433583,109.3509639022,75.0222825363,75.7889391195,91.7809152659,119.6154885272,131.3305781131
b3774,23374.3937960661,24385.1623059501,24144.4218456294,23204.8178784164,23853.5220362621,24092.9403490948,24431.7416021041,24119.7704080408
b3775,993.0525093293,951.2328938461,900.9310275137,961.3160706024,1281.003683499,1087.9402397493,841.1301538877,853.810290847
b3780,330.2462455806,354.624036843,364.8861809269,337.4147551203,340.3369215417,338.2425204206,373.6496530888,389.5623047191
b3781,12689.1073403642,11416.866469341,10150.2537511589,12617.0205119409,12221.4839339596,11610.4364852107,9053.2827653722,8316.0612134779
b3783,3020.6851469361,3295.8422156586,3514.3798520585,3094.8308906358,3255.3914472558,3378.2240295661,3569.5094960414,3629.0177565195
b3785,141.9233428548,144.281064738,162.3692656113,130.2948302101,148.3046614379,129.6680256747,118.8743217012,143.1021631977
b3786,,,,,,,,
b3791,31.3436502755,35.6716916497,30.0115832271,,42.4190526514,23.8792178415,,31.9472907018
b3802,652.2031654533,578.5306445894,538.6679915651,650.5726428506,573.3001037291,434.8359926586,457.6034712614,427.6609921334
b3803,390.4368735194,376.9884498106,336.9082895584,412.7882689883,375.0811971402,348.7131421676,321.628901608,313.759519084
b3807,,,,,,,,
b3809,,,,,,,,
b3812,,,,,,,,63.4838078583
b3813,,15.0645016962,,,,,,16.0580814406
b3816,137.0749904283,134.6750148919,113.2236680999,171.7800233743,166.6620734452,122.0209773429,103.9324676715,111.0196320163
b3820,307.4051618973,305.7030519021,301.7934091355,319.8948984015,147.201471001,189.7840625574,282.8117957649,247.5904093668
b3821,,49.3796162174,,,,,,
b3826,202.3084708769,161.4523068696,134.7806343747,115.3813447996,,119.0378380823,124.1315858892,
b3829,14002.8142418869,22435.2489802562,32791.4176825068,13432.8550258478,17328.0937420697,26959.9337058609,36650.7929706026,37795.5270187098
b3830,,483.8619985174,449.3083265234,549.6919579783,477.6115222443,402.7545611711,350.4371523557,253.6463432429
b3831,4476.690005152,3090.7817988767,2330.659626882,4358.689065593,3432.7277590956,2755.1753408721,1900.2441632498,1665.4284515327
b3833,820.9712272015,846.7435243684,854.1423491429,826.5997311778,772.2271760798,918.7851132003,852.4755596026,838.563761695
b3836,510.0506347131,531.4070909377,517.4096986127,531.0468164041,536.9335979696,557.5704198,546.5734553379,497.2977657379
b3838,,102.2792527642,,63.0172787233,,,,
b3843,147.2380067057,138.6912180574,124.6530449972,139.9008848565,135.3518353638,134.8313584802,104.5431799522,117.7062419257
b3844,247.6292418928,250.2166182989,250.7748372223,237.9572426411,252.5598314906,248.8863945972,221.6863306496,202.7713293968
b3845,2069.0103923782,4321.000891113,936.975172638,2821.8459582851,1457.3403607879,433.4319299457,,1379.8784697766
b3846,1585.3365276049,1477.6139516092,1215.3724146448,1681.8879192786,1416.6095042897,1330.6787066063,1132.558536379,953.6255103404
b3847,1138.5202746537,1133.1012774714,962.2586474568,1086.4657792358,1149.3142103115,922.8282924247,885.498479367,773.3947858371
b3850,82.0533435911,128.1047407124,112.7754524919,,201.6443657712,158.1401180026,137.1244226116,123.3986486366
b3858,1457.2010806802,1408.5663859005,1274.2863092897,1428.8321303184,1465.0903403637,1395.6057188187,1267.4325445596,1318.3656888624
b3860,1120.2047308854,1141.9933757325,809.9395609243,930.2861306599,1106.5679402463,970.1529871836,781.1425180801,865.4673363888
b3863,264.8126798419,248.4039690538,225.202695519,252.7874544013,240.3823735448,234.7860581449,213.3794812706,197.8327546704
b3865,691.8103480068,719.7843150169,743.0125863325,738.138607871,771.118866568,778.631983708,734.1260202676,747.2246789163
b3866,264.9330146551,310.1218738992,315.2488343381,281.6550960191,279.4249776028,297.6038790551,314.384141607,324.3054883096
b3867,35.7760962614,39.9776217833,39.3706911507,,,,39.0900924677,37.370090412
b3868,22.5208561311,25.6644415391,26.9801834094,23.4545945644,31.106210213,,29.1900929118,32.7290371836
b3869,,,,28.1762745814,,40.2385004788,60.4538008771,63.1513111018
b3870,4615.3956230749,5269.4079801297,6050.8576044249,4521.519003414,5008.7373652318,5396.5754628771,6959.503920981,7493.0088679864
b3871,728.1699557478,832.5352724436,1001.2316262927,726.4825536746,791.3111456081,868.2973363018,1166.9180852514,1398.0042834216
b3885,,,,,,,,
b3886,,,,,,,,
b3887,,84.9619137946,87.4412488085,105.3140539225,110.6407887943,95.7335200261,91.5211045308,82.3984282051
b3891,117.2648087308,94.2368494393,106.0812697541,132.6930136158,130.2743401353,124.2063692937,,88.9140567703
b3908,44909.1744292962,37951.014197687,29942.9556498494,45220.1060714227,42537.7406424515,33149.7840326738,26983.1313993231,25254.0167027635
b3910,175.1967278233,161.6264884761,150.6890901816,199.0650228463,176.687953695,162.2266222401,123.8351612195,124.5785293573
b3912,1224.577095097,1013.7112821659,804.0471383685,1179.4266142576,1079.002070407,904.5722020397,751.6301053386,656.2900909254
b3916,1962.2579253624,2099.1691369602,2283.1096600772,2056.7731631313,2042.2202269865,2285.1567937436,2281.7959977686,2219.241254441
b3917,82.6599904354,142.0569409663,196.9797949738,66.0992492472,81.1504864892,139.2701738743,217.9072383588,241.0742240845
b3919,6537.8642077672,5862.4614291754,5468.4976482132,6889.6018001866,6245.5285428011,5685.961173729,5329.174387631,5373.612511572
b3923,193.6104420736,206.2176284171,152.0630364232,216.330166495,,171.5833148923,162.3864825827,195.8306836594
b3924,100.2942619854,85.4002964287,66.3090866368,105.8104682879,,,,58.8860784708
